CHEMBL_ID,Molecular Weight,SMILES,Standard Type,Standard Relation,STANDARD_VALUE,Standard Units,STANDARD_VALUE_LN,STANDARD_VALUE_LOG,TYPE,TYPE_LABEL,AlogP,NumHAcceptors,NumHDonors,NumRotatableBonds,FractionCSP3,TPSA,LogP_WildmanCrippen
CHEMBL4218620,625.18,[2H]C([2H])(c1cc(Cl)ccc1NCc1ccc(S(C)(=O)=O)cc1)N1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.33,6,2,10,0.533333333,98.82,4.3316
CHEMBL3972001,458.57,CC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cncc(C(F)(F)F)c5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.56,2,1,5,0.62962963,41.99,6.5612
CHEMBL3903145,446.64,COc1cncc(C2=CC[C@H]3[C@@H]4CC=C5C[C@H](NC(=O)C6CC6)CC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.94,3,1,7,0.655172414,51.22,5.9411
CHEMBL3973768,440.58,CC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cncc(C(F)F)c5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.48,2,1,6,0.62962963,41.99,6.48
CHEMBL3985026,422.61,COc1cncc(C2=CC[C@H]3[C@@H]4CCC5C[C@@H](NC(C)=O)CC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.63,3,1,7,0.703703704,51.22,5.6309
CHEMBL3976482,420.64,CC(C)C(=O)N[C@H]1CC[C@@]2(C)C(CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.26,2,1,7,0.714285714,41.99,6.2584
CHEMBL3984804,419.61,CCNC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.73,2,2,6,0.62962963,54.02,5.7254
CHEMBL3907455,419.61,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@H](NC(=O)C5CCC5)CC[C@@]43C)[C@@H]1CC=C2n1ccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.58,3,1,5,0.703703704,46.92,5.5816
CHEMBL3933845,418.63,C[C@]12CC[C@H]3[C@@H](CCC4C[C@H](NC(=O)C5CC5)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.01,2,1,5,0.714285714,41.99,6.0124
CHEMBL3904216,418.63,CCCC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.32,2,1,7,0.642857143,41.99,6.3226
CHEMBL3965598,416.61,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@H](NC(=O)C5CC5)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.93,2,1,5,0.642857143,41.99,5.9325
CHEMBL3937534,412.52,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2c1cncc(C(F)F)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.7,2,1,4,0.6,41.99,5.7014
CHEMBL3903451,408.59,CCNC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(n5ccnc5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.98,3,2,6,0.68,58.95,4.9844
CHEMBL3903927,408.59,COC(=O)N[C@H]1CC[C@@]2(C)C(CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.84,3,1,5,0.692307692,51.22,5.8422
CHEMBL3902840,408.56,CC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cncc(F)c5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.68,2,1,5,0.615384615,41.99,5.6815
CHEMBL3911633,406.57,COc1cncc(C2=CC[C@H]3[C@@H]4CCC5=CC(=O)N(C)CC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.11,3,0,6,0.615384615,42.43,5.1146
CHEMBL3944108,406.57,COc1cncc(C2=CC[C@H]3[C@@H]4CC=C5N(C)C(=O)CCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.46,3,0,6,0.615384615,42.43,5.4622
CHEMBL3917652,405.59,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@H](NC(=O)C5CC5)CC[C@@]43C)[C@@H]1CC=C2n1ccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.19,3,1,5,0.692307692,46.92,5.1915
CHEMBL3978652,404.55,COc1cncc(C2=CC=C3[C@@H]4CCC5=CC(=O)N(C)CC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.03,3,0,6,0.538461538,42.43,5.0347
CHEMBL3981088,403.51,C[C@]12CC[C@H]3[C@@H](CC(F)C4(O)C[C@@H](O)CC[C@]34C)[C@@H]1CC=C2c1cncc(F)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.68,3,2,5,0.708333333,53.35,4.6805
CHEMBL3966729,395.59,CCOc1cncc(C2=CC[C@H]3[C@@H]4CC[C@H]5COCCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.14,3,0,6,0.730769231,31.35,6.1428
CHEMBL3946864,394.56,COc1cncc(C2=CC[C@H]3[C@@H]4CCN5C(=O)CCCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.09,3,0,5,0.68,42.43,5.091
CHEMBL3957953,392.59,CCc1cncc(C2=CC[C@H]3[C@@H]4CCN5C(=O)CCCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.64,2,0,5,0.692307692,33.2,5.6448
CHEMBL3983390,392.59,CC(=O)N[C@H]1CC[C@@]2(C)C(CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.62,2,1,5,0.692307692,41.99,5.6223
CHEMBL3919907,392.52,CC1C[C@H]2C3=CC=C(c4cncc(F)c4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCNC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.07,2,1,4,0.52,41.99,5.069
CHEMBL3967361,392.52,C[C@]12CC[C@H]3[C@@H](C4CC4C4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2c1cncc(F)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.76,2,1,3,0.6,41.99,4.7588
CHEMBL3904390,390.57,CC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.54,2,1,5,0.615384615,41.99,5.5424
CHEMBL3901214,390.57,CC(=O)N[C@@H]1CC[C@@]2(C)C(CC[C@H]3C4=CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.54,2,1,5,0.615384615,41.99,5.5424
CHEMBL3891870,388.56,C[C@]12CC[C@H]3[C@@H](CC4(CC4)C4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.15,2,1,3,0.615384615,41.99,5.1539
CHEMBL3949325,388.56,CC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3C4=CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.46,2,1,5,0.538461538,41.99,5.4625
CHEMBL3889967,385.52,C[C@]12CC[C@H]3[C@@H](CC(F)[C@]4(O)C[C@@H](O)CC[C@]34C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.54,3,2,5,0.708333333,53.35,4.5414
CHEMBL3928725,385.52,C[C@]12CC[C@H]3[C@@H](CC(F)[C@@]4(O)C[C@@H](O)CC[C@]34C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.54,3,2,5,0.708333333,53.35,4.5414
CHEMBL3893647,383.96,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cncc(Cl)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.05,2,1,4,0.625,33.12,6.052
CHEMBL3940899,383.55,C[C@]12CC[C@H]3[C@@H](CCC4C[C@](C)(O)CC[C@@]43C)[C@@H]1CC=C2c1cncc(F)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.01,2,1,5,0.72,33.12,6.0077
CHEMBL3948650,383.48,C[C@]12CC[C@H]3[C@@H](CC(F)C4=CC(=O)CC[C@@]43C)[C@@H]1CC=C2c1cncc(F)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.69,2,0,3,0.583333333,29.96,5.6939
CHEMBL3984933,381.56,COc1cncc(C2=CC[C@H]3[C@@H]4CC[C@H]5COCCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.75,3,0,5,0.72,31.35,5.7527
CHEMBL3961920,381.56,COc1cncc(C2=CC[C@H]3[C@@H]4CC[C@H]5CCOCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.75,3,0,5,0.72,31.35,5.7527
CHEMBL3904331,380.53,CN1C(=O)COC[C@@]2(C)C1CC[C@H]1[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.17,3,0,4,0.666666667,42.43,4.1747
CHEMBL3953572,380.51,C[C@]12CC[C@H]3[C@@H](CC(F)C4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.71,2,1,3,0.583333333,41.99,4.7118
CHEMBL3925399,379.59,CC[C@]1(O)CC[C@@]2(C)C(CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.26,2,1,6,0.730769231,33.12,6.2587
CHEMBL3900678,379.54,Cc1cncc(C2=CC[C@H]3[C@@H]4CC[C@H]5COC(=O)CC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.58,3,0,4,0.68,39.19,5.57912
CHEMBL3979844,379.54,COc1cncc(C2=CC[C@H]3[C@@H]4CC(=O)C5CCCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.7,3,0,5,0.68,39.19,5.6953
CHEMBL3936145,378.6,CCc1cncc(C2=CC[C@H]3[C@@H]4CCN5CCCCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.12,2,0,5,0.730769231,16.13,6.1182
CHEMBL3897253,378.56,Cc1cncc(C2=CC[C@H]3[C@@H]4CCN5C(=O)CCCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.39,2,0,4,0.68,33.2,5.39082
CHEMBL3926991,378.56,CC1C[C@H]2[C@@H]3CCC(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCNC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.1,2,1,4,0.68,41.99,5.1001
CHEMBL3914413,378.52,COc1cncc(C2=CC[C@H]3[C@@H]4CC=C5N(C)C(=O)C[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.68,3,0,6,0.583333333,42.43,4.682
CHEMBL3899790,378.49,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)NCC[C@@]43C)C1=CC=C2c1cncc(F)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.82,2,1,3,0.5,41.99,4.823
CHEMBL3912639,377.5,CC1C[C@H]2C3=CC=C(c4cncc(F)c4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.91,2,0,4,0.52,29.96,5.912
CHEMBL3974227,377.5,C[C@]12CC[C@H]3[C@@H](C4CC4C4=CC(=O)CC[C@@]43C)[C@@H]1CC=C2c1cncc(F)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.6,2,0,3,0.6,29.96,5.6018
CHEMBL3927194,376.54,CC1C[C@H]2[C@@H]3CC=C(c4ccncc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCNC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.01,2,1,4,0.6,41.99,5.0098
CHEMBL3946740,376.54,CN1C(=O)CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.45,2,0,4,0.6,33.2,5.4536
CHEMBL3976163,376.54,CC1C[C@H]2[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC/C(=N\O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.11,3,1,5,0.6,45.48,6.1139
CHEMBL3986212,375.56,CC1(C)C2=CC[C@H]3C4=CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)CCC1O,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.95,2,1,6,0.576923077,33.12,5.9548
CHEMBL3912829,375.51,COc1cncc(C2=CC=C3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.54,3,0,5,0.52,39.19,5.5355
CHEMBL3972568,375.49,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(c4cncc(F)c4)=CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.69,2,0,3,0.44,29.96,5.688
CHEMBL3946031,374.53,C[C@]12CC[C@H]3[C@@H](C4CC4C4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.62,2,1,3,0.6,41.99,4.6197
CHEMBL3889969,374.53,CN1CC[C@@]2(C)C(=CC1=O)CC[C@H]1C3=CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.03,2,0,4,0.52,33.2,5.0261
CHEMBL3969233,373.54,CCC1C[C@H]2C3=CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.16,2,0,5,0.538461538,29.96,6.163
CHEMBL3903867,373.54,C[C@]12CC[C@H]3[C@@H](CC4(CC4)C4=CC(=O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.0,2,0,3,0.615384615,29.96,5.9969
CHEMBL3974457,371.52,C[C@]12C=CC(=O)C=C1C1(CC1)C[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.77,2,0,3,0.538461538,29.96,5.7729
CHEMBL3932330,367.51,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1F,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.54,2,1,4,0.625,33.12,5.5377
CHEMBL3927989,367.51,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1ccc(F)nc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.54,2,1,4,0.625,33.12,5.5377
CHEMBL3936040,365.56,Cc1cncc(C2=CC[C@H]3[C@@H]4CC[C@H]5COCCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.05,2,0,4,0.72,22.12,6.05252
CHEMBL3984284,365.56,C[C@]1(O)CC[C@@]2(C)C(CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.87,2,1,5,0.72,33.12,5.8686
CHEMBL3941119,365.56,Cc1cncc(C2=CC[C@H]3[C@@H]4CC(O)C5CCCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.79,2,1,5,0.72,33.12,5.78692
CHEMBL3903639,365.52,C[C@]12CC[C@H]3[C@@H](CC[C@H]4COC(=O)CC[C@]34C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.27,3,0,3,0.666666667,39.19,5.2707
CHEMBL3976046,365.52,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)OCC[C@@]43C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.27,3,0,3,0.666666667,39.19,5.2707
CHEMBL3945779,365.52,CN1CC[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CC=C(n4ccnc4)[C@@]3(C)CC[C@@H]12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.37,3,0,4,0.652173913,38.13,4.365
CHEMBL3937430,365.49,C[C@]12CC[C@H]3[C@@H](CC(F)C4=CC(=O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.55,2,0,3,0.583333333,29.96,5.5548
CHEMBL3926463,365.49,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)C1=CC=C2c1cncc(F)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.46,2,1,4,0.541666667,33.12,5.4578
CHEMBL3927075,363.55,CC1C[C@H]2[C@@H]3CCC(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.94,2,0,4,0.68,29.96,5.9431
CHEMBL3931318,363.55,Cc1cncc(C2=CC[C@H]3[C@@H]4CC(=O)C5CCCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,6.0,2,0,4,0.68,29.96,5.99512
CHEMBL3906548,363.55,C[C@]12CC[C@H]3[C@@H](CC4CC45C[C@@H](O)CC[C@]35C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.48,2,1,4,0.72,33.12,5.4785
CHEMBL3904451,363.55,C[C@]1(O)CC[C@@]2(C)C(CC[C@H]3C4=CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.79,2,1,5,0.64,33.12,5.7887
CHEMBL3970020,363.51,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2c1cnccn1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.16,3,1,3,0.608695652,54.88,4.1588
CHEMBL3979887,363.51,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2c1cncnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.16,3,1,3,0.608695652,54.88,4.1588
CHEMBL3982921,363.48,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC=C2c1cncc(F)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.52,2,0,3,0.5,29.96,5.5219
CHEMBL3959459,363.48,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)C1=CC=C2c1cncc(F)c1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.67,2,0,3,0.5,29.96,5.666
CHEMBL3927990,362.52,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)NCC[C@@]43C)C1=CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.76,2,1,3,0.583333333,41.99,4.7638
CHEMBL3932281,362.52,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.76,2,1,3,0.583333333,41.99,4.7638
CHEMBL3952757,362.52,C[C@]12CC[C@H]3[C@@H](CCN4C(=O)CC=CC[C@]34C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,4.86,2,0,3,0.583333333,33.2,4.8584
CHEMBL3923065,362.52,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CCC[C@@]43C)[C@@H]1CC=C2c1cnccn1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.39,3,0,3,0.625,42.85,5.3919
CHEMBL3986794,361.53,CC1C[C@@H]2[C@H](CC[C@]3(C)C(c4cccnc4)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.72,2,0,4,0.6,29.96,5.7191
CHEMBL3899979,361.53,Cc1ccncc1C1=CC=C2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.63,2,1,5,0.56,33.12,5.62712
CHEMBL3969480,361.53,CC1C[C@H]2[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.85,2,0,4,0.6,29.96,5.8528
CHEMBL3920119,361.49,C[C@]12CC[C@H]3[C@@H](C=CC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.27,3,1,4,0.5,50.19,5.2685
CHEMBL3982662,360.5,C[C@]12CC[C@H]3[C@@H](CCC4=C/C(=N/O)CC[C@@]43C)C1=CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.79,3,1,4,0.5,45.48,5.788
CHEMBL3971578,359.51,CC1C[C@@H]2[C@H](CC[C@]3(C)C(c4cccnc4)=CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.63,2,0,4,0.52,29.96,5.6288
CHEMBL3958540,359.51,C=C1C[C@H]2[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.77,2,0,3,0.52,29.96,5.7729
CHEMBL3920267,359.51,C[C@]12CC[C@H]3[C@@H](C4CC4C4=CC(=O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.46,2,0,3,0.6,29.96,5.4627
CHEMBL3979173,359.51,CC1C[C@H]2C3=CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.77,2,0,4,0.52,29.96,5.7729
CHEMBL3922828,359.47,C[C@]12CC[C@H]3[C@@H](C=CC4=C(O)C(=O)CC[C@@]43C)C1=CC=C2c1cccnc1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.19,3,1,4,0.416666667,50.19,5.1886
CHEMBL3905604,357.5,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(c4cccnc4)=CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.55,2,0,3,0.44,29.96,5.5489
CHEMBL3960367,357.5,CC1C[C@H]2C3=CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.55,2,0,4,0.44,29.96,5.5489
CHEMBL3919452,355.48,C=C1C[C@H]2C3=CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,5.47,2,0,3,0.36,29.96,5.469
CHEMBL3929371,353.47,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2n1ncnn1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,2.81,5,1,3,0.7,72.7,2.8128
CHEMBL3970637,352.48,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2n1cncn1,T1/2,'=',0.01667,hr,-4.094144582,-1.7780644,unstable,0,3.42,4,1,3,0.666666667,59.81,3.4178
