CHEMBL_ID,Molecular Weight,SMILES,Standard Type,Standard Relation,STANDARD_VALUE,Standard Units,STANDARD_VALUE_LN,STANDARD_VALUE_LOG,TYPE,TYPE_LABEL,AlogP,NumHAcceptors,NumHDonors,NumRotatableBonds,FractionCSP3,TPSA,LogP_WildmanCrippen
CHEMBL572153,403.5,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(C)cc2)cc1,T1/2,'=',0.3,hr,-1.203972804,-0.522878745,unstable,0,2.49,4,1,10,0.35,78.95,2.48922
CHEMBL2011145,376.88,CCC1=C(C(=O)CC2CCCCC2)[C@H](c2ccc(O)c(Cl)c2)NC(=O)N1,T1/2,'=',0.3,hr,-1.203972804,-0.522878745,unstable,0,4.6,3,3,7,0.5,78.43,4.6031
CHEMBL3785728,348.49,Oc1ccc2c(c1)CC(CN1CCC3(CCc4ccccc43)CC1)NC2,T1/2,'=',0.3,hr,-1.203972804,-0.522878745,unstable,0,3.39,3,2,3,0.47826087,35.5,3.3865
CHEMBL475813,275.31,Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1,T1/2,'=',0.3,hr,-1.203972804,-0.522878745,unstable,0,3.33,5,1,3,0.0625,55.11,3.32952
CHEMBL1630774,258.37,CC1CCC(C)C(N(C)c2ncnc3[nH]ccc23)C1,T1/2,'=',0.3,hr,-1.203972804,-0.522878745,unstable,0,3.22,3,1,5,0.6,44.81,3.2188
CHEMBL4093877,459.55,COc1ccc(-c2ccc(CNc3c(C)nc4c(N5CCOCC5)nccn34)cc2)cc1OC,T1/2,'=',0.304,hr,-1.190727578,-0.517126416,unstable,0,4.17,8,1,10,0.307692308,73.15,4.17062
CHEMBL4079798,400.49,Cc1cc(-c2ccc(Cn3c(C)nc4c(N5CCOCC5)ncnc43)cc2)ccn1,T1/2,'=',0.304,hr,-1.190727578,-0.517126416,unstable,0,3.39,7,0,6,0.304347826,68.96,3.39004
CHEMBL4083588,494.04,CN1CCN(Cc2nnc(-c3cc(S(N)(=O)=O)c(SCc4ccccc4)cc3Cl)o2)CC1,T1/2,'=',0.3083,hr,-1.176681944,-0.511026475,unstable,0,3.08,8,1,9,0.333333333,105.56,3.0771
CHEMBL2323020,550.48,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ncc([C@](O)(C(N)=O)C(F)(F)F)s1,T1/2,'=',0.3167,hr,-1.149800325,-0.499351937,unstable,0,2.44,7,2,7,0.444444444,116.83,2.4356
CHEMBL495535,545.61,O=C([C@@H]1CCCN1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,T1/2,'=',0.3167,hr,-1.149800325,-0.499351937,unstable,0,2.56,6,2,6,0.434782609,112.65,2.5595
CHEMBL2376390,540.61,CN1CCc2cc(-c3ccc4oc5c(-c6ccccc6)nc(=O)n(CCN6CCC(F)(F)C6)c5c4c3)ccc2C1,T1/2,'=',0.3167,hr,-1.149800325,-0.499351937,unstable,0,5.81,6,0,6,0.3125,54.51,5.8056
CHEMBL259349,509.61,CC(C)CCn1nc(C2CCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.3167,hr,-1.149800325,-0.499351937,unstable,0,2.19,9,3,11,0.476190476,159.82,2.195
CHEMBL254755,509.61,CC(C)CCn1nc(CC2CC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.3167,hr,-1.149800325,-0.499351937,unstable,0,1.88,9,3,12,0.476190476,159.82,1.88
CHEMBL2431547,496.52,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(F)cc2)cc1F,T1/2,'=',0.3167,hr,-1.149800325,-0.499351937,unstable,0,5.49,3,3,7,0.068965517,86.88,5.4879
CHEMBL4075078,482.54,COCCOC(=O)c1cc(N)c(Nc2ccc(C#N)cc2)cc1Oc1c(C)cc(/C=C/C#N)cc1C,T1/2,'=',0.3167,hr,-1.149800325,-0.499351937,unstable,0,5.63,8,2,13,0.178571429,130.39,5.6332
CHEMBL3410055,480.98,Cc1[nH]c2ncnc(-c3ccc(NC(=O)N(CCN(C)C)c4ccc(Cl)cc4)c(F)c3)c2c1C,T1/2,'=',0.3167,hr,-1.149800325,-0.499351937,unstable,0,5.63,4,2,10,0.24,77.15,5.63434
CHEMBL2429885,460.54,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccccc2)cc1,T1/2,'=',0.3167,hr,-1.149800325,-0.499351937,unstable,0,5.21,3,3,7,0.068965517,86.88,5.2097
CHEMBL2064160,433.6,Cc1cccc(C)c1C1CCN(CCC(=O)N2c3ccccc3C[C@H]2C(=O)N(C)C)CC1,T1/2,'=',0.3167,hr,-1.149800325,-0.499351937,unstable,0,3.92,3,0,9,0.481481481,43.86,3.91904
CHEMBL1209624,379.91,CC(C)CC1n2cncc2CN(C2(c3ccc(Cl)cc3)CC2)S1(=O)=O,T1/2,'=',0.3167,hr,-1.149800325,-0.499351937,unstable,0,3.92,4,0,6,0.5,55.2,3.9159
CHEMBL1630790,371.44,C[C@@H]1CCN(Cc2cccc(F)c2F)C[C@@H]1N(C)c1ncnc2[nH]ccc12,T1/2,'=',0.3167,hr,-1.149800325,-0.499351937,unstable,0,3.58,4,1,6,0.4,48.05,3.5829
CHEMBL3354534,335.45,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C2CCOCC2)no1,T1/2,'=',0.3167,hr,-1.149800325,-0.499351937,unstable,0,2.94,5,1,3,0.777777778,67.6,2.9441
CHEMBL4537690,457.53,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(/C=N/N4CCSCC4)nc3)c(F)c2)C(=O)O1,T1/2,'=',0.3207,hr,-1.137249172,-0.49390104,unstable,0,2.73,7,1,7,0.363636364,87.13,2.7317
CHEMBL575303,500.65,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NC4CC4)cc3)sc2n1,T1/2,'=',0.325,hr,-1.123930097,-0.488116639,unstable,0,4.44,7,2,10,0.458333333,110.28,4.4432
CHEMBL1800632,485.94,N#Cc1c(-c2ccc(C(F)(F)F)cc2)cc(NCCN2CCCC2)n2c1nc1ccccc12,T1/2,'=',0.3267,hr,-1.11871296,-0.485850866,unstable,0,5.55,5,1,5,0.28,56.36,5.55268
CHEMBL1650848,439.65,CC1CN(c2nc3ccccc3n2C2CCN(C3(CO)CCCCCCC3)CC2)CCN1,T1/2,'=',0.3283,hr,-1.113827454,-0.483729117,unstable,0,3.95,6,2,6,0.730769231,56.56,3.9467
CHEMBL1828787,430.34,CC(C)C(=O)N/C(=N/c1nccn1Cc1ccccc1)Nc1ccc(Cl)c(Cl)c1,T1/2,'=',0.3283,hr,-1.113827454,-0.483729117,unstable,0,5.11,4,2,7,0.19047619,71.31,5.11
CHEMBL4097199,556.11,NS(=O)(=O)c1cc(-c2nnc(CN3CCN(c4ccccc4)CC3)o2)c(Cl)cc1SCc1ccccc1,T1/2,'=',0.33,hr,-1.108662625,-0.48148606,unstable,0,4.65,8,1,9,0.230769231,105.56,4.6519
CHEMBL1091712,627.79,C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(N4CCC(N(C)C)CC4)cc3)cc2)nc(N2C3CCC2COC3)n1,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,4.31,10,2,10,0.529411765,111.22,4.3057
CHEMBL1091714,615.74,C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)NCCN(C)C)cc3)cc2)nc(N2C3CCC2COC3)n1,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,3.07,10,3,12,0.46875,137.08,3.0667
CHEMBL1091354,612.78,CN(C)C1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(C5CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,4.97,9,2,9,0.529411765,107.98,4.9746
CHEMBL1091359,573.7,CN(C)CCOc1ccc(NC(=O)Nc2ccc(-c3nc(C4CCOCC4)nc(N4C5CCC4COC5)n3)cc2)cc1,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,4.38,9,2,11,0.483870968,113.97,4.3846
CHEMBL1076264,560.63,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@H]3[C@@H]4CC[C@@H](C4)[C@H]3N(Cc3ccc(F)cc3)C1=O)N2,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,2.98,7,3,7,0.36,145.24,2.9791
CHEMBL270643,531.62,CNC(=O)COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,2.41,10,3,12,0.304347826,151.98,2.4093
CHEMBL2431536,493.54,Nc1ccc(-c2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)cc1,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,4.93,4,4,8,0.068965517,112.9,4.931
CHEMBL3422027,442.01,CCN(CC)CCC/N=C(/Nc1c2ccc(Cl)cc2nc2ccc(OC)nc12)C(C)C,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,5.64,5,1,14,0.458333333,62.64,5.6433
CHEMBL559431,441.7,CO[C@@H]1CC[C@]2(C)[C@H]3CC4=C(C)C[C@]5(CC[C@H]4[C@@H]3CC[C@@H]2C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]5C,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,6.13,3,1,6,0.931034483,30.49,6.126
CHEMBL1835133,436.53,O=C1CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C(=O)N1CC1CC1,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,4.05,4,0,7,0.48,56.75,4.0478
CHEMBL551895,427.67,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,5.47,3,2,5,0.928571429,41.49,5.4719
CHEMBL2322463,389.42,Cc1c(CO)cccc1NS(=O)(=O)c1ccc(-c2ccc(F)cc2F)cc1,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,4.23,3,2,7,0.1,66.4,4.23332
CHEMBL494948,348.4,C[C@H](Cc1cccc(F)c1)Oc1nc(N2CCNC[C@H]2C)ncc1F,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,2.56,5,1,7,0.444444444,50.28,2.5629
CHEMBL1773837,327.41,CCS(=O)(=O)c1ccc2oc(-c3ccc4c(c3)CCC4)nc2c1,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,3.78,4,0,4,0.277777778,60.17,3.7771
CHEMBL1630769,216.29,CN(c1ncnc2[nH]ccc12)C1CCCC1,T1/2,'=',0.3333,hr,-1.098712294,-0.477164686,unstable,0,2.34,3,1,3,0.5,44.81,2.3367
CHEMBL2019023,285.37,CCOc1ccc2[nH]c(SCc3ccccn3)nc2c1,T1/2,'=',0.3367,hr,-1.088562953,-0.472756884,unstable,0,3.65,4,1,6,0.2,50.8,3.6489
CHEMBL1828766,382.34,CC(C)N/C(=N\c1nccn1CC(C)(C)C)Nc1ccc(Cl)c(Cl)c1,T1/2,'=',0.3383,hr,-1.083822203,-0.470698002,unstable,0,5.33,3,2,6,0.444444444,54.24,5.3336
CHEMBL27,259.35,CC(C)NCC(O)COc1cccc2ccccc12,T1/2,'=',0.3467,hr,-1.059295426,-0.460046158,unstable,0,2.58,3,2,9,0.375,41.49,2.5775
CHEMBL3126922,319.36,COc1ccc2c(c1)C(=O)CCN2c1nc(C)nc2ccccc12,T1/2,'=',0.3482,hr,-1.054978252,-0.458171233,unstable,0,3.67,5,0,4,0.210526316,55.32,3.67132
CHEMBL2165299,412.49,Cc1cc(CCC#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1CO,T1/2,'=',0.3483,hr,-1.054691102,-0.458046526,unstable,0,5.24,6,3,11,0.2,115.09,5.2417
CHEMBL3125171,727.84,C=CCCCS(=O)(=O)NC(=O)c1ccccc1NC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(Oc2cc(OC)nc(-c3ccccc3)n2)c(C=C)c1,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,6.82,10,3,16,0.236842105,174.91,6.8178
CHEMBL2323019,550.48,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ncc([C@@](O)(C(N)=O)C(F)(F)F)s1,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,2.44,7,2,7,0.444444444,116.83,2.4356
CHEMBL258139,545.64,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(OC(C)(C)C(N)=O)ccc3N2)c1=O,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,2.93,10,3,13,0.333333333,165.97,2.9272
CHEMBL258138,545.64,CCC(Oc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2)C(N)=O,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,2.93,10,3,13,0.333333333,165.97,2.9272
CHEMBL602895,544.7,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCN(C)CC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,4.52,6,1,12,0.4375,78.11,4.5202
CHEMBL477171,538.65,CC(C)CCn1nc(N2CCCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,1.92,10,3,11,0.5,163.06,1.9178
CHEMBL251797,531.62,CC(C)(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c1=O,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,2.54,10,3,8,0.304347826,165.97,2.5387
CHEMBL257959,523.64,CC(C)=Cc1nn(CCC(C)(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,2.74,9,3,10,0.409090909,159.82,2.7408
CHEMBL2431623,512.97,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cccc(Cl)c2)cc1F,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,6.0,3,3,7,0.068965517,86.88,6.0022
CHEMBL1755,498.59,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,6.51,3,2,5,0.09375,78.09,6.50732
CHEMBL941,493.62,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,4.59,7,2,9,0.24137931,86.28,4.59032
CHEMBL3582243,489.7,CC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@](C)(CC[C@H]4C(C)(C)C(=O)C(C#N)=C[C@]34C)[C@]1(C)CC2,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,6.79,4,0,9,0.75,75.0,6.79498
CHEMBL1946005,483.49,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(NC(=O)C(F)(F)F)c2)C1,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,5.16,6,2,2,0.24,79.38,5.1585
CHEMBL1945569,457.58,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2ccc(N3CCOCC3)c(c2)C1,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,4.49,7,1,2,0.333333333,62.75,4.4943
CHEMBL570815,444.51,COc1ccc(CCN2C(=O)N(NS(=O)(=O)CC#N)C[C@@H]2c2ccc(OC)cc2)cc1,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,2.08,6,1,11,0.333333333,111.97,2.08318
CHEMBL1684704,435.58,CC(C)[C@]1(C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)C2CCC2)CC[C@@H](NC2CCOCC2F)C1,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,2.51,4,1,7,0.916666667,61.88,2.5097
CHEMBL3623894,395.47,Cc1cc(-c2ccc(CCC(=O)Nc3ccc(-c4cnccn4)cn3)cc2)ccn1,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,4.48,5,1,7,0.125,80.66,4.48032
CHEMBL3421922,394.95,CCN(CC)CCCN/C(=N\c1ccnc2cc(Cl)ccc12)c1ccccc1,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,5.29,3,1,10,0.304347826,40.52,5.288
CHEMBL3289422,388.47,CCN(CC)CCNC(=O)c1cccn2c(=O)c3cc4ccccc4cc3nc12,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,3.07,5,1,8,0.260869565,66.71,3.0725
CHEMBL3120296,383.52,CNc1nc(NCCCN(C)C)c2sc(-c3ccc(C(C)=O)cc3)cc2n1,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,3.97,7,2,12,0.35,70.15,3.9662
CHEMBL1684985,375.43,Oc1cccc(-c2nc(N3CCOCC3)nc3c2CCN3c2ccncc2)c1,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,2.78,7,1,4,0.285714286,74.61,2.775
CHEMBL3746080,364.86,CCS(=O)(=O)NCc1cncc(-c2cc3ccc(Cl)nc3n2C)c1,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,2.73,5,1,7,0.25,76.88,2.728
CHEMBL1630796,355.47,CC1CCN(C(=O)c2ccsc2)CC1N(C)c1ncnc2[nH]ccc12,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,3.01,5,1,5,0.388888889,65.12,3.0064
CHEMBL1682431,354.88,Cc1c(Cl)c(-c2cccc3cc[nH]c23)cc2c1NC(C)(C)[C@H](O)[C@H]2C,T1/2,'=',0.35,hr,-1.049822124,-0.455931956,unstable,0,5.47,2,3,6,0.333333333,48.05,5.46522
CHEMBL4060676,518.45,NS(=O)(=O)c1cc(-c2nnc(/C=C/c3cccc(Cl)c3)o2)c(Cl)cc1SCc1ccccc1,T1/2,'=',0.3517,hr,-1.04497674,-0.453827632,unstable,0,6.15,6,1,8,0.043478261,99.08,6.1535
CHEMBL3785952,388.91,Cc1cc(F)ccc1C1CCN(CC2Cc3c(Cl)ccc(O)c3CN2)CC1,T1/2,'=',0.36,hr,-1.021651248,-0.443697499,unstable,0,4.39,3,2,5,0.454545455,35.5,4.38702
CHEMBL4073180,569.15,NS(=O)(=O)c1cc(-c2nnc(CN3CCC(Cc4ccccc4)CC3)o2)c(Cl)cc1SCc1ccccc1,T1/2,'=',0.3633,hr,-1.01252634,-0.439734602,unstable,0,5.78,7,1,10,0.285714286,102.32,5.7844
CHEMBL254164,562.7,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(C4CCCS4(=O)=O)ccc3N2)c1=O,T1/2,'=',0.3667,hr,-1.003211204,-0.43568909,unstable,0,3.53,10,2,9,0.375,147.79,3.5342
CHEMBL600415,515.65,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,T1/2,'=',0.3667,hr,-1.003211204,-0.43568909,unstable,0,5.37,5,1,11,0.419354839,74.87,5.3686
CHEMBL252398,515.57,NC(=O)COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CC3CCC3)c1=O)N2,T1/2,'=',0.3667,hr,-1.003211204,-0.43568909,unstable,0,1.9,10,3,8,0.272727273,165.97,1.9026
CHEMBL2431531,514.51,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(F)c(F)c2)cc1F,T1/2,'=',0.3667,hr,-1.003211204,-0.43568909,unstable,0,5.63,3,3,7,0.068965517,86.88,5.627
CHEMBL239603,496.05,OCC1CCCN(CCCC2CCCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)C1,T1/2,'=',0.3667,hr,-1.003211204,-0.43568909,unstable,0,5.87,6,1,10,0.5,71.62,5.8734
CHEMBL392586,434.93,CN1CCN(c2cccc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc23)CC1,T1/2,'=',0.3667,hr,-1.003211204,-0.43568909,unstable,0,4.87,6,0,6,0.25,54.63,4.874
CHEMBL2179509,423.46,Cc1noc(-c2ccc3c(c2)c2c(n3CCCOc3ccc(F)c(F)c3)CCCC2)n1,T1/2,'=',0.3667,hr,-1.003211204,-0.43568909,unstable,0,5.63,5,0,7,0.333333333,53.08,5.62582
CHEMBL3410041,421.89,Cc1c[nH]c2ncnc(-c3ccc(NC(=O)N(CCO)c4cccc(Cl)c4)cc3)c12,T1/2,'=',0.3667,hr,-1.003211204,-0.43568909,unstable,0,4.62,4,3,7,0.136363636,94.14,4.61752
CHEMBL2011141,390.91,CCC1=C(C(=O)CCC2CCCCC2)[C@H](c2ccc(O)c(Cl)c2)NC(=O)N1,T1/2,'=',0.3667,hr,-1.003211204,-0.43568909,unstable,0,4.99,3,3,8,0.523809524,78.43,4.9932
CHEMBL3126927,334.38,COc1ccc2c(c1)N(C)C(=O)CN2c1nc(C)nc2ccccc12,T1/2,'=',0.3667,hr,-1.003211204,-0.43568909,unstable,0,3.06,5,0,5,0.210526316,58.56,3.06132
CHEMBL3799191,326.4,O=C(NCCc1nc(-c2cccc(F)c2)cs1)c1ccccc1,T1/2,'=',0.3667,hr,-1.003211204,-0.43568909,unstable,0,3.92,3,1,5,0.111111111,41.99,3.9217
CHEMBL4062354,385.47,Cc1ccc(-c2ccc(Cn3cnc4c(N5CCOCC5)ncnc43)cc2)cc1,T1/2,'=',0.3725,hr,-0.987518241,-0.428873723,unstable,0,3.69,6,0,5,0.260869565,56.07,3.68662
CHEMBL1828762,354.29,CC(C)N/C(=N\c1nccn1C(C)C)Nc1ccc(Cl)c(Cl)c1,T1/2,'=',0.375,hr,-0.980829253,-0.425968732,unstable,0,4.87,3,2,8,0.375,54.24,4.8684
CHEMBL575057,532.64,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NCCC(=O)O)cc3)sc2n1,T1/2,'=',0.3767,hr,-0.976306164,-0.42400438,unstable,0,3.76,9,3,12,0.416666667,147.58,3.7555
CHEMBL3112909,357.41,COc1ccc(C(Nc2ccccn2)c2ccc3cccnc3c2O)cc1,T1/2,'=',0.3783,hr,-0.972067747,-0.422163659,unstable,0,4.55,5,2,7,0.090909091,67.27,4.5455
CHEMBL1076864,613.77,CCN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5C6CCC5COC6)nc(N5CCOC[C@H]5C)n4)cc3)cc2)CC1,T1/2,'=',0.3833,hr,-0.958937307,-0.416461181,unstable,0,3.92,10,2,9,0.515151515,111.22,3.9172
CHEMBL252799,537.58,NC(=O)COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(Cc3ccccc3)c1=O)N2,T1/2,'=',0.3833,hr,-0.958937307,-0.416461181,unstable,0,2.15,10,3,8,0.083333333,165.97,2.1508
CHEMBL4573400,527.67,Cc1ccc(-n2nc(C(=O)N3CCN(C)CC3)nc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1,T1/2,'=',0.3833,hr,-0.958937307,-0.416461181,unstable,0,3.74,7,0,8,0.466666667,77.81,3.74422
CHEMBL2431532,526.54,COc1ccc(-c2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)cc1F,T1/2,'=',0.3833,hr,-0.958937307,-0.416461181,unstable,0,5.5,4,3,9,0.1,96.11,5.4965
CHEMBL257568,525.65,CC(C)CCn1nc(CC(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.3833,hr,-0.958937307,-0.416461181,unstable,0,2.52,9,3,11,0.5,159.82,2.5161
CHEMBL399631,517.59,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c1=O,T1/2,'=',0.3833,hr,-0.958937307,-0.416461181,unstable,0,2.15,10,3,11,0.272727273,165.97,2.1486
CHEMBL604761,489.62,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN(C)C)cc2)CC(C)(C)c2c1[nH]c1ccccc21,T1/2,'=',0.3833,hr,-0.958937307,-0.416461181,unstable,0,4.83,5,1,13,0.379310345,74.87,4.8344
CHEMBL3105022,457.46,C[C@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@@H]1O,T1/2,'=',0.3833,hr,-0.958937307,-0.416461181,unstable,0,2.96,6,3,7,0.260869565,104.37,2.9575
CHEMBL3361393,423.87,COc1cc2[nH]c(C)c(-c3ccc(OCc4ccccc4)c(F)c3)c(=O)c2cc1Cl,T1/2,'=',0.3833,hr,-0.958937307,-0.416461181,unstable,0,5.88,3,1,7,0.125,51.32,5.88362
CHEMBL1762299,414.53,O=C(Nc1ncc(-c2ccccc2)s1)N1CCCN(C(=O)C2CCOCC2)CC1,T1/2,'=',0.3833,hr,-0.958937307,-0.416461181,unstable,0,3.3,5,1,3,0.476190476,74.77,3.3029
CHEMBL2181299,359.39,COc1ccc(-c2cc(-c3ccc(-c4nnc(C)o4)cc3)cnc2N)cn1,T1/2,'=',0.3833,hr,-0.958937307,-0.416461181,unstable,0,3.76,7,1,7,0.1,99.95,3.75982
CHEMBL573294,460.58,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(N)(=O)=O)cc3)sc2n1,T1/2,'=',0.385,hr,-0.954511945,-0.41453927,unstable,0,3.65,7,2,9,0.380952381,124.27,3.6499
CHEMBL3617331,451.52,CNc1nc(NCCCN2CCOCC2)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1,T1/2,'=',0.3983,hr,-0.920549789,-0.399789694,unstable,0,4.55,7,2,8,0.428571429,62.31,4.553
CHEMBL4065051,629.59,[2H]C([2H])([2H])Oc1ncc(-c2cc3c(C(=O)NC)c(-c4ccc(F)cc4)oc3nc2CCC(F)(F)F)cc1C(=O)NC(C)(C)c1ncon1,T1/2,'=',0.4,hr,-0.916290732,-0.397940009,unstable,0,5.61,9,2,13,0.266666667,145.27,5.6071
CHEMBL4087972,497.56,Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CN(C)C/C=C\CNC(=O)OCc2ccccc2)[C@@H](O)[C@H]1O,T1/2,'=',0.4,hr,-0.916290732,-0.397940009,unstable,0,0.75,11,4,14,0.416666667,160.88,0.75052
