smiles,half_life,cluster_label
Clc1cccc(COc2cncc(N3CCNCC3)n2)c1,-2.015153052,8
c1nc(N2CCC3CCCCC32)c2cc[nH]c2n1,-2.015153052,8
O=S1(=Nc2cccnc2)CCCCC1,-2.015153052,8
COc1ccc2[nH]c(SCc3ccc(C(=O)O)cc3)nc2c1,-2.007679175,1
S=C(NCCc1nc(-c2ccccc2)cs1)N1CCCCC1,-1.989966535,8
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NCc2ccc(N(CC)CC)cc2)C1,-1.966112856,1
CCCCSc1nc2cc(OC)ccc2[nH]1,-1.966112856,8
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc2c1OCO2,-1.954043132,12
Cn1cc2c3c1C(=O)C(N/C=C/c1ccc(O)cc1)=CC3=[N+](C)CC2,-1.919365594,1
O=C(Nc1ccc2sc(-c3cccc(F)c3)nc2c1)N1CCCCC1,-1.90851803,1
NC(=O)c1nn(-c2ccc(F)cc2)c2c1CCc1ccc(NC(=O)c3cc(N4CCN(Cc5cnn(CCCO)c5)CC4)ncc3Cl)cc1-2,-1.897119985,1
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3cccc(Cl)c3Cl)CC2)cc1F,-1.897119985,8
Cc1ccc(Cl)cc1N1CCN(c2ccc(C(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)CC1,-1.897119985,3
CC(C)CCn1nc(N2CCCC2C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-1.897119985,13
CC(C)CCn1nc(CC2=CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-1.897119985,1
C[C@H](Cc1cccc(CC(=O)NCc2cc(C(F)(F)F)ccc2F)c1)NC[C@H](O)c1ccc(O)c(CO)c1,-1.897119985,1
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NCCN(C)C)cc3)sc2n1,-1.897119985,8
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(N3CCCC3)nn(CCC3CC3)c1=O)N2,-1.897119985,6
OCC1(N2CCN(C3CCc4ccc(OCc5noc(-c6ccc(Cl)cc6)n5)cc43)CC2)CCCC1,-1.897119985,11
COc1ccc2nc3cc(Cl)ccc3c(N/C(=N/CCCN3CCCCC3)c3ccccc3)c2n1,-1.897119985,8
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cc(Br)ccc1F,-1.897119985,1
Cc1noc(-c2ccc3c(c2)c2c(n3CCCS(=O)(=O)c3cc(F)cc(F)c3)CCCC2)n1,-1.897119985,1
COc1ccc2nc3cc(Cl)ccc3c(N/C(=N/CCCN3CCCCC3)C(C)C)c2n1,-1.897119985,1
O=C(Nc1cc(C(F)(F)F)on1)N1CCCN(C(=O)c2ccc(C(F)(F)F)cn2)CC1,-1.897119985,1
Cc1ccc(CO)cc1NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,-1.897119985,1
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2Cc2ccc(Cl)cc2)no1,-1.897119985,6
O=S(=O)(Nc1cccc(CO)c1)c1ccc(-c2ccccc2F)cc1,-1.897119985,1
Cc1ccoc1C(=O)Nc1ccc(F)c(-c2nc3ncccc3o2)c1,-1.897119985,8
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2CC2CC2)no1,-1.897119985,16
O=C1CCc2cc(-c3cccnc3)cc3c2N1CC3,-1.897119985,1
CC(C)c1ccc(-c2ccc(C#N)cn2)cc1,-1.897119985,8
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)sc2n1,-1.885850393,14
COc1ccc(-c2nc(C(C)Sc3nc(N)cc(N)n3)c(C)s2)cc1OCCF,-1.885850393,15
COc1ccc2[nH]c(SCC3CCCCC3)nc2c1,-1.864330162,15
O=C(NCCc1nc(-c2cccc(F)c2)cs1)c1cccs1,-1.85342213,15
CN1CCN(c2nc3ccccc3n2C2CCN(C3(CO)CCCCCCC3)CC2)CC1,-1.843263312,15
Cc1cc(=O)oc2c3c(ccc12)NC(C)(C)[C@H](OC(=O)C12CCC(C)(C(=O)O1)C2(C)C)[C@@H]3OC(=O)C12CCC(C)(C(=O)O1)C2(C)C,-1.832581464,11
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(C#N)ccc3N2)c1=O,-1.832581464,8
Oc1ccc(Br)c2c1CNC(CN1CCC3(CCc4ccccc43)CC1)C2,-1.832581464,1
CCOc1ccc(Nc2nc(-c3c(C)nc4sccn34)cs2)cc1,-1.832581464,3
CCCSc1nc2cc(OC)ccc2[nH]1,-1.832581464,8
CCCCCCCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CN(C)C/C=C\CN)[C@H]2OC(C)(C)O[C@H]21,-1.822012512,5
CCOc1ccccc1C1C(C#N)=C(N)Oc2cc(N(C)C)ccc21,-1.822012512,11
Cc1c(C(=O)OC(C)C)[nH]c2c1C(=O)CC(c1cccs1)C2,-1.801809805,8
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)OCOP(=O)(O)O,-1.791559489,7
CC(C)C(=O)OC[C@@H]1[C@@H](OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)CN1CCCCCCN(C(=O)NC(C)(C)C)C1CCCCC1,-1.791559489,1
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(F)cc3F)CC2)cc1F,-1.791559489,1
Cc1ccc(-n2cnnn2)c(CCC(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4[nH]c(=O)cc(O)c4c3)c(Cl)[nH]2)c1,-1.791559489,8
C/C(=C\c1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O)C(F)(F)F,-1.791559489,13
C[C@@H]1CN(c2ccc(C(N)=O)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc([C@](C)(O)C(F)(F)F)s1,-1.791559489,13
C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc([C@@](O)(C(N)=O)C(F)(F)F)cc1,-1.791559489,9
CC(C)(C)CCn1nc(CC(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-1.791559489,12
CC(C)CCc1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,-1.791559489,16
CC(C)(C)CC[C@]1(C)CN(C2CC2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O,-1.791559489,16
CC(C)CCn1nc(N2CCCC2)c(O)c(C2=Nc3ccc(NS(C)(=O)=O)cc3S(=O)(=O)N2)c1=O,-1.791559489,8
CC(C)(C)Cc1nn(CCC2CC2)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,-1.791559489,1
COc1cc(N2CCN(C3CCN(c4cccc5cc(C(F)(F)F)cnc45)CC3)CC2)c2ncccc2c1,-1.791559489,8
C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1nc(C(C)(O)C(F)(F)F)n(C)n1,-1.791559489,13
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N(C)CCO)cc3)sc2n1,-1.791559489,13
C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1cn(C)c(C(C)(O)C(F)(F)F)n1,-1.791559489,7
CC(C)(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cccn21,-1.791559489,9
CCCCc1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c1O,-1.791559489,10
Cc1ccc(CNC(=O)Cc2cccc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(CO)c3)c2)cc1C,-1.791559489,13
COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2,-1.791559489,2
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cccc(-c2ccccc2)c1,-1.791559489,1
O=S(=O)(Nc1ccc(O)c(CO)c1)c1ccc(-c2ccc(Br)cc2)cc1,-1.791559489,8
CN(C)C(=O)[C@@H]1Cc2ccccc2N1C(=O)CCN1CC2CCC(C1)C2c1ccccc1,-1.791559489,8
CCCOc1cncc(C2=CC[C@H]3[C@@H]4CCN5CCCCC[C@]5(C)[C@H]4CC[C@]23C)c1,-1.791559489,1
COc1cncc(C2CC[C@H]3[C@@H]4CCC5=CC(=O)NCC[C@]5(C)[C@H]4CC[C@]23C)c1,-1.791559489,1
CCc1cncc(C2=CC[C@H]3[C@@H]4CCC5=CC(=O)NCC[C@]5(C)[C@H]4CC[C@]23C)c1,-1.791559489,11
CN1CC[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]12,-1.791559489,8
Cc1cncc(C2=CC[C@H]3[C@@H]4CCC5=CC(=O)NCC[C@]5(C)[C@H]4CC[C@]23C)c1,-1.791559489,8
Cc1cn(C2=CC[C@H]3[C@@H]4CCC5=CC(=O)NCC[C@]5(C)[C@H]4CC[C@]23C)cn1,-1.791559489,8
Cc1ccc(-c2ccc(S(=O)(=O)Nc3cccc(CO)c3)cc2)cc1,-1.791559489,13
O=C(NCCc1nc(-c2cccc(F)c2)cs1)N1CCCC(F)C1,-1.791559489,8
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2Cc2ccccc2)no1,-1.791559489,8
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CCCCC[C@]34C)[C@@H]1CC=C2n1ccnc1,-1.791559489,6
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(O)C[C@@]43C)[C@@H]1CC=C2n1ccnc1,-1.791559489,10
Cc1ccoc1C(=O)Nc1cccc(-c2nc3ncccc3o2)c1,-1.791559489,16
Cc1ccc(NC(=O)c2ccoc2)cc1-c1nc2ncccc2o1,-1.791559489,16
CC1CCCCC1N(C)c1ncnc2[nH]ccc12,-1.791559489,1
Cn1c(-c2cccnc2)c(C#N)c2ccccc21,-1.791559489,1
CC(=O)OCc1cc(N)c(Nc2ccc(C#N)cc2)cc1Oc1c(C)cc(CCC#N)cc1C,-1.771956842,3
O=C(Cc1ccc(-c2ccccc2)cc1)NCc1ccccc1,-1.762006511,13
N#Cc1c(-c2ccc(C(F)(F)F)cc2)cc(NCCCN2CCOCC2)n2c1nc1ccccc12,-1.752731082,13
Oc1nc(SCc2ccc(Cl)cc2)nc2c1CCC2,-1.752731082,1
COc1ccc2c(c1)CCCN2c1nc(Cl)nc2ccccc12,-1.734434403,3
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-1.733490561,8
COc1ccc2[nH]c(SCC(C)C)nc2c1,-1.724287754,8
CN(C)CCCn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1,-1.696631124,4
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3cc(Cl)cc(Cl)c3)CC2)cc1F,-1.696631124,11
COCN(c1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2)S(C)(=O)=O,-1.696631124,8
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(S(=O)(=O)N(C)C)ccc3N2)c1=O,-1.696631124,1
CC(C)CCn1nc(C(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-1.696631124,8
CC(C)(C)CCn1nc(C2CC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-1.696631124,1
CC(C)CN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCOCC4)n3)cc2)C1=O,-1.696631124,13
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc2ccccc2c1,-1.696631124,1
CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)C3CCOCC3)CC2)cc1,-1.696631124,13
CC(CNCC12CC3CC(CC(C3)C1)C2)Nc1ccnc2cc(Cl)ccc12,-1.696631124,1
CCC1=C(C(=O)OCC2CCCCC2)[C@H](c2cccc(O)c2)NC(=O)N1,-1.696631124,8
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2CC2CCOCC2)no1,-1.696631124,11
O=C(Nc1ccc(F)c(-c2nc3ncccc3o2)c1)c1ccoc1,-1.696631124,6
O=C(NCCc1nc(-c2ccccc2F)cs1)N1CCCC1,-1.696631124,16
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C2CC2)no1,-1.696631124,0
COc1cc(OCc2nc(N3CCOCC3)sc2C)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,-1.687399454,8
[2H]C(Oc1cc(OC)cc2oc(-c3cn4nc(OC([2H])([2H])[2H])sc4n3)cc12)c1nc(N2CCOCC2)sc1C,-1.678252228,11
NS(=O)(=O)c1cc(-c2nnc(CNC(=O)c3ccccc3)o2)c(Cl)cc1SCc1ccccc1,-1.678252228,13
[2H]C(Oc1cc(OC)cc2oc(-c3cn4nc(OC)sc4n3)cc12)c1nc(N2CCOCC2)sc1C,-1.678252228,11
Cc1cn2cc(-c3ccc(O)c(O)c3O)nc2s1,-1.678252228,6
[2H]C(Oc1cc(OC([2H])([2H])[2H])cc2oc(-c3cn4nc(OC)sc4n3)cc12)c1nc(N2CCOCC2)sc1C,-1.669718843,6
[2H]C([2H])([2H])Oc1cc(OCc2nc(N3CCOCC3)sc2C)c2cc(-c3cn4nc(OC([2H])([2H])[2H])sc4n3)oc2c1,-1.660731207,6
COc1ccc2nc(SCc3ccc4ccccc4c3)[nH]c2c1,-1.660731207,1
[2H]C([2H])([2H])Oc1cc(OCc2nc(N3CCOCC3)sc2C)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,-1.643511893,6
Cc1cc(CCC#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1COC(=O)C1CC1,-1.63475572,5
NS(=O)(=O)c1cc(-c2nnc(CNS(=O)(=O)c3ccc(Cl)cc3)o2)c(Cl)cc1SCc1ccccc1,-1.626075554,13
[2H]C([2H])([2H])Oc1nn2cc(-c3cc4c(OCc5nc(N6CCOCC6)sc5C)cc(OC)cc4o3)nc2s1,-1.626075554,11
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccoc1,-1.626075554,0
Nc1ccc2[nH]c(SCc3ccccn3)nc2c1,-1.613445934,13
C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(OCCN(C)C)cc3)cc2)nc(N2C3CCC2COC3)n1,-1.609437912,11
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCCCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,-1.609437912,6
Cc1[nH]nc2c1C(c1cc(N3CCC(CCC(=O)O)CC3)cc(C(F)(F)F)c1)(C(C)C)C(C#N)=C(N)O2,-1.609437912,8
NC(=O)COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC3CC3)c1=O)N2,-1.609437912,8
CC(C)OC(=O)C1=CN(C(=O)c2cccc(CN3CCN(C)CC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,-1.609437912,13
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cc(F)ccc2F)cc1F,-1.609437912,14
OCC1(NCCCC2CCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)CCCC1,-1.609437912,11
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(Br)cc1F,-1.609437912,8
CC(=O)Nc1cccc(N2CCN(CCCCN(C)S(=O)(=O)CC3CCCCC3)CC2)c1,-1.609437912,1
Fc1ccccc1-c1nc(COc2ccc3c(c2)C(N2CCN(C4CCCC4)CC2)CC3)no1,-1.609437912,8
Cc1ccc(S(=O)(=O)Nc2ccc(Oc3ccccc3C(F)(F)F)cc2C(=O)O)cc1,-1.609437912,13
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3ccccc3N2)c1=O,-1.609437912,1
CCN(C(=O)Nc1ccc(C(C)C)cc1)C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1,-1.609437912,1
COc1ccc(CCCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1,-1.609437912,13
COc1ccc(S(=O)(=O)Nc2nc(-c3cccc([N+](=O)[O-])c3)cs2)cc1OC,-1.609437912,13
Clc1ccc2c(/N=C(\NCCCN3CCCCC3)c3ccccc3)ccnc2c1,-1.609437912,13
Cc1cc(-c2ccc(CC(=O)Nc3ccc4c(c3)C(=O)c3ccccc3-4)cc2)ccn1,-1.609437912,1
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccccc1F,-1.609437912,6
COC(C)(C)CC1n2cncc2CN([C@@H](C)c2ccc(Cl)cc2)S1(=O)=O,-1.609437912,13
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccsc1,-1.609437912,0
C=CCSCC1=CC(C)(C)Nc2ccc(-c3cc(F)ccc3OC)cc21,-1.609437912,8
O=C(NCCC(c1ccc(F)cc1)c1ccc(F)cc1)c1cccnc1,-1.609437912,13
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)Cc1ccccc1,-1.609437912,8
CN(c1ncnc2[nH]ccc12)C1CCCCC1,-1.609437912,13
Cc1c(-c2cccnc2)n(C)c2ccccc12,-1.609437912,4
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,-1.607772633,8
CC(C)(C)Cn1ccnc1/N=C(/Nc1ccc(Cl)c(Cl)c1)NC(C)(C)C,-1.600973834,13
Oc1cccc2c1CNC(CN1CCC3(CCc4ccccc43)CC1)C2,-1.593072558,13
NS(=O)(=O)c1cc(-c2nnc(/C=C/c3ccc(Cl)cc3)o2)c(Cl)cc1SCc1ccccc1,-1.576486812,13
Cc1ccc(C)c(N2CCN(Cc3nnc(-c4cc(S(N)(=O)=O)c(SCc5ccccc5)cc4Cl)o3)CC2)c1,-1.568775931,1
[2H]C(Oc1cc(OC([2H])([2H])[2H])cc2oc(-c3cn4nc(OC([2H])([2H])[2H])sc4n3)cc12)c1nc(N2CCOCC2)sc1C,-1.568775931,6
NS(=O)(=O)c1cc(-c2nnc(Cn3cc(-c4ccccc4)nn3)o2)c(Cl)cc1SCc1ccccc1,-1.560647748,1
COc1cc(CSc2nc3ccc(OC)cc3[nH]2)cc(OC)c1,-1.545055654,8
COc1ccc(-c2cn(Cc3nnc(-c4cc(S(N)(=O)=O)c(SCc5ccccc5)cc4Cl)o3)nn2)cc1,-1.537117251,13
COc1ccc2[nH]c(SCC3CC3)nc2c1,-1.537117251,1
COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,-1.529395205,2
CNC(=O)Cn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1,-1.52924137,8
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1F,-1.52924137,6
COc1cc(N2CCN(C3CCN(c4cccc5c(OC)cc(C(F)(F)F)nc45)CC3)CC2)c2ncccc2c1,-1.52924137,1
O=C(O)CCCC(=O)N1N=C(c2c(-c3ccc(Cl)cc3)c3ccccc3[nH]c2=O)CC1c1ccc(Cl)cc1,-1.52924137,8
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(OC(C)C(N)=O)ccc3N2)c1=O,-1.52924137,6
CCN(CC)c1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,-1.52924137,11
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(S(N)(=O)=O)ccc3N2)c1=O,-1.52924137,1
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCOCC2)cc1F,-1.52924137,9
CC(C)N1CCN(C2CCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)CC1,-1.52924137,13
CC(C)CN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C1=O,-1.52924137,6
COc1ccc(CCN2C(=O)N(NS(=O)(=O)CF)C[C@@H]2c2ccc(OC)cc2)cc1,-1.52924137,8
C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3ccccc3F)n2)C1,-1.52924137,1
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(C)c(C)c2)cc1,-1.52924137,13
CC(CCNCC12CC3CC(CC(C3)C1)C2)Nc1c(F)cnc2cc(Cl)ccc12,-1.52924137,13
CC(C)CC1n2cncc2CN(Cc2ccc(C(F)(F)F)cc2)S1(=O)=O,-1.52924137,13
CC(CNc1ccnc2cc(Cl)ccc12)NCC12CC3CC(CC(C3)C1)C2,-1.52924137,13
Cc1cc(-c2ccc(OC(=O)Nc3ccc(-c4cnccn4)cn3)cc2)ccn1,-1.52924137,2
Cc1cc(-c2cccc3cc[nH]c23)c(C#N)c2c1NC(C)(C)[C@H](O)[C@H]2C,-1.52924137,16
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2CC2CCOCC2)no1,-1.52924137,8
NC(=O)[C@H](Cc1cccc(F)c1)NC(=O)[C@@H](N)Cc1ccccc1,-1.52924137,4
C[C@@H](CO)[C@H]1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc23)C1,-1.52924137,0
O=C(NCCc1nc(-c2ccccc2)cs1)N1CCCC1,-1.52924137,13
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NC4CCOCC4)cc3)sc2n1,-1.521885015,13
COCC(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1,-1.484127721,8
CCN(CC)CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12,-1.477094725,3
NS(=O)(=O)c1cc(-c2nnc(/C=C/c3ccccc3)o2)c(Cl)cc1SCc1ccccc1,-1.477094725,13
COc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,-1.477094725,1
CC(C)(O)c1cn(Cc2nnc(-c3cc(S(N)(=O)=O)c(SCc4ccccc4)cc3Cl)o2)nn1,-1.46967597,1
CCCN(CCCNc1ccnc2cc(Cl)ccc12)CC1CC2C=CC1C2,-1.46967597,8
CCCC(=O)OC[C@@H]1[C@@H](OC(=O)CCC)[C@H](OC(=O)CCC)[C@@H](OC(=O)CCC)CN1CCCCCCN(C(=O)NC(C)(C)C)C1CCCCC1,-1.4554301,13
Cn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4cccc(F)c4)CC5)c(Cl)cn3)CC2)cn1,-1.4554301,1
CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(CCC(F)(F)F)c(-c3cnc(OC)c(C(=O)NC(C)(C)c4ncon4)c3)cc12,-1.4554301,13
CC(C)(C)CCn1nc(N2CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-1.4554301,8
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCCCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,-1.4554301,1
Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1C(=O)NCCC(F)F,-1.4554301,1
OCC1(N2CCN(C3CCc4ccc(OCc5noc(-c6ccccc6F)n5)cc43)CC2)CCCC1,-1.4554301,0
COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,-1.4554301,16
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc2cc(F)ccc2c1,-1.4554301,6
CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCC(F)C4)n3)cc2)C1=O,-1.4554301,6
COc1ccc2nc3cc(Cl)ccc3c(N/C(C)=N/CCCN3CCCCC3)c2n1,-1.4554301,8
O=S(=O)(Nc1ccc(CO)c(CO)c1)c1ccc(-c2ccc(F)cc2F)cc1,-1.4554301,0
COCCN(C)CCNC(=O)c1cccn2c(=O)c3cc4ccccc4cc3nc12,-1.4554301,3
CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccn21,-1.4554301,3
Nc1ccc(C2CCCCC2)nc1C(=O)Nc1cnccc1N1CCC[C@H](N)C1,-1.4554301,6
Cc1nc2ccccc2n1-c1ccc(C(=O)N(C)[C@@H]2CCN(C(C)C)C2)cc1,-1.4554301,1
Cc1c(CO)cccc1NS(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1,-1.4554301,11
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C(=O)N2CCCCC2)no1,-1.4554301,8
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2c2ccc(Cl)cc2)no1,-1.4554301,11
C[C@@H]1CCN(C(=O)CC2CC2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,-1.4554301,1
Cc1ccccc1C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(N)=O,-1.4554301,13
c1cn2ccnc2c(-c2ccc(N3CCCC3)nc2)n1,-1.4554301,8
COC1CCCCC1N(C)c1ncnc2[nH]ccc12,-1.4554301,11
CN(c1ncnc2[nH]ccc12)C1CCCCCC1,-1.4554301,1
CCSc1nc2cc(OC)ccc2[nH]1,-1.4554301,8
O=C1CC[C@](CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CC1CCCCC1,-1.455287233,3
NS(=O)(=O)c1cc(-c2nnc(CCl)o2)c(Cl)cc1SCc1ccccc1,-1.448169765,1
COc1cc2c(N3CCN(C4CCCC4)CC3)nc(N(C)C)nc2cc1OCCCN1CCCC1,-1.436325295,11
Cc1ccc(Nc2nc(-c3cc(C(=O)O)no3)cs2)cc1,-1.434224895,11
O=C(CN1CCC(N2C(=O)OCc3cc(F)ccc32)CC1)Nc1ccc2ncccc2c1,-1.427116356,11
O=C(c1ccc2[nH]c(=O)c3c(c2c1)CCSC3)N1CCN(C2CCCC2)CC1,-1.420057991,13
