CHEMBL_ID,Molecular Weight,SMILES,Standard Type,Standard Relation,STANDARD_VALUE,Standard Units,STANDARD_VALUE_LN,,STANDARD_VALUE_LOG,,TYPE,TYPE_LABEL
CHEMBL3421922,394.95,CCN(CC)CCCN/C(=N\c1ccnc2cc(Cl)ccc12)c1ccccc1,T1/2,'=',0.35,hr,-1.049822124,,-0.455931956,,unstable,0
CHEMBL3289422,388.47,CCN(CC)CCNC(=O)c1cccn2c(=O)c3cc4ccccc4cc3nc12,T1/2,'=',0.35,hr,-1.049822124,,-0.455931956,,unstable,0
CHEMBL3120296,383.52,CNc1nc(NCCCN(C)C)c2sc(-c3ccc(C(C)=O)cc3)cc2n1,T1/2,'=',0.35,hr,-1.049822124,,-0.455931956,,unstable,0
CHEMBL1684985,375.43,Oc1cccc(-c2nc(N3CCOCC3)nc3c2CCN3c2ccncc2)c1,T1/2,'=',0.35,hr,-1.049822124,,-0.455931956,,unstable,0
CHEMBL3746080,364.86,CCS(=O)(=O)NCc1cncc(-c2cc3ccc(Cl)nc3n2C)c1,T1/2,'=',0.35,hr,-1.049822124,,-0.455931956,,unstable,0
CHEMBL1630796,355.47,CC1CCN(C(=O)c2ccsc2)CC1N(C)c1ncnc2[nH]ccc12,T1/2,'=',0.35,hr,-1.049822124,,-0.455931956,,unstable,0
CHEMBL1682431,354.88,Cc1c(Cl)c(-c2cccc3cc[nH]c23)cc2c1NC(C)(C)[C@H](O)[C@H]2C,T1/2,'=',0.35,hr,-1.049822124,,-0.455931956,,unstable,0
CHEMBL4060676,518.45,NS(=O)(=O)c1cc(-c2nnc(/C=C/c3cccc(Cl)c3)o2)c(Cl)cc1SCc1ccccc1,T1/2,'=',0.3517,hr,-1.04497674,,-0.453827632,,unstable,0
CHEMBL3785952,388.91,Cc1cc(F)ccc1C1CCN(CC2Cc3c(Cl)ccc(O)c3CN2)CC1,T1/2,'=',0.36,hr,-1.021651248,,-0.443697499,,unstable,0
CHEMBL4073180,569.15,NS(=O)(=O)c1cc(-c2nnc(CN3CCC(Cc4ccccc4)CC3)o2)c(Cl)cc1SCc1ccccc1,T1/2,'=',0.3633,hr,-1.01252634,,-0.439734602,,unstable,0
CHEMBL254164,562.7,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(C4CCCS4(=O)=O)ccc3N2)c1=O,T1/2,'=',0.3667,hr,-1.003211204,,-0.43568909,,unstable,0
CHEMBL600415,515.65,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,T1/2,'=',0.3667,hr,-1.003211204,,-0.43568909,,unstable,0
CHEMBL252398,515.57,NC(=O)COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CC3CCC3)c1=O)N2,T1/2,'=',0.3667,hr,-1.003211204,,-0.43568909,,unstable,0
CHEMBL2431531,514.51,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(F)c(F)c2)cc1F,T1/2,'=',0.3667,hr,-1.003211204,,-0.43568909,,unstable,0
CHEMBL239603,496.05,OCC1CCCN(CCCC2CCCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)C1,T1/2,'=',0.3667,hr,-1.003211204,,-0.43568909,,unstable,0
CHEMBL392586,434.93,CN1CCN(c2cccc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc23)CC1,T1/2,'=',0.3667,hr,-1.003211204,,-0.43568909,,unstable,0
CHEMBL2179509,423.46,Cc1noc(-c2ccc3c(c2)c2c(n3CCCOc3ccc(F)c(F)c3)CCCC2)n1,T1/2,'=',0.3667,hr,-1.003211204,,-0.43568909,,unstable,0
CHEMBL3410041,421.89,Cc1c[nH]c2ncnc(-c3ccc(NC(=O)N(CCO)c4cccc(Cl)c4)cc3)c12,T1/2,'=',0.3667,hr,-1.003211204,,-0.43568909,,unstable,0
CHEMBL2011141,390.91,CCC1=C(C(=O)CCC2CCCCC2)[C@H](c2ccc(O)c(Cl)c2)NC(=O)N1,T1/2,'=',0.3667,hr,-1.003211204,,-0.43568909,,unstable,0
CHEMBL3126927,334.38,COc1ccc2c(c1)N(C)C(=O)CN2c1nc(C)nc2ccccc12,T1/2,'=',0.3667,hr,-1.003211204,,-0.43568909,,unstable,0
CHEMBL3799191,326.4,O=C(NCCc1nc(-c2cccc(F)c2)cs1)c1ccccc1,T1/2,'=',0.3667,hr,-1.003211204,,-0.43568909,,unstable,0
CHEMBL4062354,385.47,Cc1ccc(-c2ccc(Cn3cnc4c(N5CCOCC5)ncnc43)cc2)cc1,T1/2,'=',0.3725,hr,-0.987518241,,-0.428873723,,unstable,0
CHEMBL1828762,354.29,CC(C)N/C(=N\c1nccn1C(C)C)Nc1ccc(Cl)c(Cl)c1,T1/2,'=',0.375,hr,-0.980829253,,-0.425968732,,unstable,0
CHEMBL575057,532.64,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NCCC(=O)O)cc3)sc2n1,T1/2,'=',0.3767,hr,-0.976306164,,-0.42400438,,unstable,0
CHEMBL3112909,357.41,COc1ccc(C(Nc2ccccn2)c2ccc3cccnc3c2O)cc1,T1/2,'=',0.3783,hr,-0.972067747,,-0.422163659,,unstable,0
CHEMBL1076864,613.77,CCN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5C6CCC5COC6)nc(N5CCOC[C@H]5C)n4)cc3)cc2)CC1,T1/2,'=',0.3833,hr,-0.958937307,,-0.416461181,,unstable,0
CHEMBL252799,537.58,NC(=O)COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(Cc3ccccc3)c1=O)N2,T1/2,'=',0.3833,hr,-0.958937307,,-0.416461181,,unstable,0
CHEMBL4573400,527.67,Cc1ccc(-n2nc(C(=O)N3CCN(C)CC3)nc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1,T1/2,'=',0.3833,hr,-0.958937307,,-0.416461181,,unstable,0
CHEMBL2431532,526.54,COc1ccc(-c2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)cc1F,T1/2,'=',0.3833,hr,-0.958937307,,-0.416461181,,unstable,0
CHEMBL257568,525.65,CC(C)CCn1nc(CC(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.3833,hr,-0.958937307,,-0.416461181,,unstable,0
CHEMBL399631,517.59,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c1=O,T1/2,'=',0.3833,hr,-0.958937307,,-0.416461181,,unstable,0
CHEMBL604761,489.62,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN(C)C)cc2)CC(C)(C)c2c1[nH]c1ccccc21,T1/2,'=',0.3833,hr,-0.958937307,,-0.416461181,,unstable,0
CHEMBL3105022,457.46,C[C@H]1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C[C@@H](N)[C@@H]1O,T1/2,'=',0.3833,hr,-0.958937307,,-0.416461181,,unstable,0
CHEMBL3361393,423.87,COc1cc2[nH]c(C)c(-c3ccc(OCc4ccccc4)c(F)c3)c(=O)c2cc1Cl,T1/2,'=',0.3833,hr,-0.958937307,,-0.416461181,,unstable,0
CHEMBL1762299,414.53,O=C(Nc1ncc(-c2ccccc2)s1)N1CCCN(C(=O)C2CCOCC2)CC1,T1/2,'=',0.3833,hr,-0.958937307,,-0.416461181,,unstable,0
CHEMBL2181299,359.39,COc1ccc(-c2cc(-c3ccc(-c4nnc(C)o4)cc3)cnc2N)cn1,T1/2,'=',0.3833,hr,-0.958937307,,-0.416461181,,unstable,0
CHEMBL573294,460.58,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(N)(=O)=O)cc3)sc2n1,T1/2,'=',0.385,hr,-0.954511945,,-0.41453927,,unstable,0
CHEMBL3617331,451.52,CNc1nc(NCCCN2CCOCC2)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1,T1/2,'=',0.3983,hr,-0.920549789,,-0.399789694,,unstable,0
CHEMBL4065051,629.59,[2H]C([2H])([2H])Oc1ncc(-c2cc3c(C(=O)NC)c(-c4ccc(F)cc4)oc3nc2CCC(F)(F)F)cc1C(=O)NC(C)(C)c1ncon1,T1/2,'=',0.4,hr,-0.916290732,,-0.397940009,,unstable,0
CHEMBL4087972,497.56,Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CN(C)C/C=C\CNC(=O)OCc2ccccc2)[C@@H](O)[C@H]1O,T1/2,'=',0.4,hr,-0.916290732,,-0.397940009,,unstable,0
CHEMBL239605,488.65,OCC1CCCN(CCCC2CCCc3ccc(OCc4ccc(-c5ccccc5F)cn4)cc32)C1,T1/2,'=',0.4,hr,-0.916290732,,-0.397940009,,unstable,0
CHEMBL1209695,431.95,C[C@@H](c1ccc(Cl)cc1)N1Cc2cncn2C(C[C@@H](O)c2ccccc2)S1(=O)=O,T1/2,'=',0.4,hr,-0.916290732,,-0.397940009,,unstable,0
CHEMBL1835119,420.56,CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C1=O,T1/2,'=',0.4,hr,-0.916290732,,-0.397940009,,unstable,0
CHEMBL2064156,419.57,Cc1ccccc1C1CCN(CCC(=O)N2c3ccccc3C[C@H]2C(=O)N(C)C)CC1,T1/2,'=',0.4,hr,-0.916290732,,-0.397940009,,unstable,0
CHEMBL2011147,404.94,CCC1=C(C(=O)CC2CCC(CC)CC2)[C@H](c2ccc(O)c(Cl)c2)NC(=O)N1,T1/2,'=',0.4,hr,-0.916290732,,-0.397940009,,unstable,0
CHEMBL4093273,403.45,Cc1nn(-c2ncnc3nc[nH]c23)c2c1C(c1ccc(OC(C)C)cc1)CC(=O)N2,T1/2,'=',0.4,hr,-0.916290732,,-0.397940009,,unstable,0
CHEMBL3526913,387.44,COc1cc(C(=O)c2cccc(-c3cc4ccccc4[nH]3)c2)cc(OC)c1OC,T1/2,'=',0.4,hr,-0.916290732,,-0.397940009,,unstable,0
CHEMBL3353863,347.85,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2c2ccc(Cl)cc2)no1,T1/2,'=',0.4,hr,-0.916290732,,-0.397940009,,unstable,0
CHEMBL3800089,344.39,O=C(NCCc1nc(-c2cccc(F)c2)cs1)c1cccc(F)c1,T1/2,'=',0.4,hr,-0.916290732,,-0.397940009,,unstable,0
CHEMBL17157,471.69,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,T1/2,'=',0.4008,hr,-0.914292729,,-0.397072287,,unstable,0
CHEMBL2057574,742.1,CC(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCC(=O)N[C@@H](CCC(N)=O)C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,T1/2,'=',0.4125,hr,-0.885519073,,-0.384576047,,unstable,0
CHEMBL3126760,319.41,COc1ccc2c(c1)CCCCN2c1nc(C)nc2ccccc12,T1/2,'=',0.4142,hr,-0.88140633,,-0.382789905,,unstable,0
CHEMBL4280997,385.51,COc1cc2c(N3CCN(C)CC3)nc(N(C)C)nc2cc1OC1CCCC1,T1/2,'=',0.4145,hr,-0.880682304,,-0.382475465,,unstable,0
CHEMBL3580757,653.53,COC(=O)Nc1ccc(-c2nc([C@H](CC(=O)N3CCN(C)CC3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)[nH]c2Cl)cc1,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL3259949,638.62,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(OCc3ccc(F)cc3F)c(F)c2)cc1F,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL4100873,632.6,[2H]C([2H])([2H])C(NC(=O)c1cc(-c2cc3c(C(=O)NC)c(-c4ccc(F)cc4)oc3nc2CCC(F)(F)F)cnc1OC)(c1ncon1)C([2H])([2H])[2H],T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL3337534,564.51,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cc(C(F)(F)F)ccc2F)cc1F,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL401773,560.65,CCOC(=O)C(C)Oc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL601221,549.64,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL256945,535.65,CC(C)(C)CCn1nc(C2=CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL252397,531.62,CCC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c1=O,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL259335,523.64,CC(C)CCn1nc(CC2CCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL2035810,477.91,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(OCc3ccccn3)c(Cl)c2)n1,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL3746984,427.43,N[C@H]1CCCN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL3421920,420.99,CC(C)/C(=N/c1ccnc2cc(Cl)ccc12)NC1CCN(Cc2ccccc2)CC1,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL2431631,420.42,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(F)cc1F,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL3289420,400.48,O=C(NCCN1CCCCC1)c1cccn2c(=O)c3cc4ccccc4cc3nc12,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL1208801,365.89,C[C@@H](c1ccc(Cl)cc1)N1Cc2cncn2C(CC2CC2)S1(=O)=O,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL3421830,346.86,C/C(=N/c1ccnc2cc(Cl)ccc12)NCCCN1CCOCC1,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL2386142,236.32,CC(C)(C)c1ccc(-c2ccnc(C#N)c2)cc1,T1/2,'=',0.4167,hr,-0.875388741,,-0.3801765,,unstable,0
CHEMBL2420866,305.38,COc1ccc2c(c1)CCCN2c1nc(C)nc2ccccc12,T1/2,'=',0.4198,hr,-0.867976872,,-0.376957566,,unstable,0
CHEMBL573071,556.74,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NCc4cccs4)cc3)sc2n1,T1/2,'=',0.4217,hr,-0.863461118,,-0.374996399,,unstable,0
CHEMBL3120294,392.53,CNc1nc(NCCCN(C)C)c2sc(-c3cccc4cnccc34)cc2n1,T1/2,'=',0.4217,hr,-0.863461118,,-0.374996399,,unstable,0
CHEMBL589706,386.41,Cc1ccnc(NC(c2ccc([N+](=O)[O-])cc2)c2ccc3cccnc3c2O)c1,T1/2,'=',0.425,hr,-0.85566611,,-0.37161107,,unstable,0
CHEMBL3747513,413.48,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,T1/2,'=',0.43,hr,-0.84397007,,-0.366531544,,unstable,0
CHEMBL4084651,571.94,NS(=O)(=O)c1cc(-c2nnc(CNCc3ccc(Cl)cc3)o2)c(Cl)cc1SCc1ccccc1,T1/2,'=',0.4317,hr,-0.840024376,,-0.364817951,,unstable,0
CHEMBL2420868,320.4,CNc1nc(N2CCCc3cc(OC)ccc32)c2ccccc2n1,T1/2,'=',0.4328,hr,-0.837479551,,-0.363712748,,unstable,0
CHEMBL4102925,630.59,[2H]c1nc(C(C)(C)NC(=O)c2cc(-c3cc4c(C(=O)NC)c(-c5ccc(F)cc5)oc4nc3CCC(F)(F)F)cnc2OC([2H])([2H])[2H])no1,T1/2,'=',0.4333,hr,-0.83632495,,-0.363211311,,unstable,0
CHEMBL253534,565.7,CN(c1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)(C)C)c1=O)N2)S(C)(=O)=O,T1/2,'=',0.4333,hr,-0.83632495,,-0.363211311,,unstable,0
CHEMBL611221,533.64,CC(C)OC(=O)C1=CN(C(=O)c2ccc(CCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21,T1/2,'=',0.4333,hr,-0.83632495,,-0.363211311,,unstable,0
CHEMBL252399,529.6,NC(=O)COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CC3CCCC3)c1=O)N2,T1/2,'=',0.4333,hr,-0.83632495,,-0.363211311,,unstable,0
CHEMBL2386595,496.63,[2H]C([2H])([2H])N1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,T1/2,'=',0.4333,hr,-0.83632495,,-0.363211311,,unstable,0
CHEMBL1684706,493.54,CC(OC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)[C@@]1(C(C)C)CC[C@@H](NC2CCOCC2F)C1)C(F)(F)F,T1/2,'=',0.4333,hr,-0.83632495,,-0.363211311,,unstable,0
CHEMBL392350,492.64,CCN(Cc1cccc(OCc2noc(-c3ccccc3F)n2)c1)C1CCN(C2CC(C)C(C)C2)C1,T1/2,'=',0.4333,hr,-0.83632495,,-0.363211311,,unstable,0
CHEMBL1828786,424.38,CCC(CC)C(=O)N/C(=N/c1nccn1C(C)(C)C)Nc1ccc(Cl)c(Cl)c1,T1/2,'=',0.4333,hr,-0.83632495,,-0.363211311,,unstable,0
CHEMBL2178676,395.46,CS(=O)(=O)N1CCc2cc(S(=O)(=O)c3ccc4c(c3)OCCO4)ccc21,T1/2,'=',0.4333,hr,-0.83632495,,-0.363211311,,unstable,0
CHEMBL2322460,391.85,O=S(=O)(Nc1cccc(CO)c1)c1ccc(-c2ccc(F)cc2)cc1Cl,T1/2,'=',0.4333,hr,-0.83632495,,-0.363211311,,unstable,0
CHEMBL1503,345.42,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,T1/2,'=',0.4333,hr,-0.83632495,,-0.363211311,,unstable,0
CHEMBL3421824,318.85,CCN(CC)CCN/C(C)=N\c1ccnc2cc(Cl)ccc12,T1/2,'=',0.4333,hr,-0.83632495,,-0.363211311,,unstable,0
CHEMBL4105079,505.97,NC(=O)c1cn(Cc2nnc(-c3cc(S(N)(=O)=O)c(SCc4ccccc4)cc3Cl)o2)nn1,T1/2,'=',0.435,hr,-0.832409248,,-0.361510743,,unstable,0
CHEMBL575091,564.73,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N(C)Cc4ccccc4)cc3)sc2n1,T1/2,'=',0.4367,hr,-0.828508818,,-0.359816808,,unstable,0
CHEMBL3770586,506.09,NCCOCCOCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,T1/2,'=',0.4367,hr,-0.828508818,,-0.359816808,,unstable,0
CHEMBL3770133,373.93,NCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,T1/2,'=',0.4383,hr,-0.824851672,,-0.358228529,,unstable,0
CHEMBL2019022,271.35,COc1ccc2[nH]c(SCc3ccccn3)nc2c1,T1/2,'=',0.4422,hr,-0.815993011,,-0.354381262,,unstable,0
CHEMBL3125634,739.22,CC(C)(C)NC(=O)Nc1nc(Cl)c(CCC2CCCCC2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL1091350,584.73,CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(C5CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL1091351,570.7,O=C(Nc1ccc(-c2nc(C3CCOCC3)nc(N3C4CCC3COC4)n2)cc1)Nc1ccc(N2CCNCC2)cc1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL2322710,543.46,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc([C@](O)(C(N)=O)C(F)(F)F)cc1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL4451357,541.7,Cc1ccc(-n2nc(C(=O)N3C[C@H](C)N[C@H](C)C3)nc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL1098133,539.58,COc1cc(N2CCN(C3CCN(c4ccc(F)c5cc(C(F)(F)F)cnc45)CC3)CC2)c2ncccc2c1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL399654,517.59,CC(C)(C)Cn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c1=O,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL1835219,470.6,CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCS(=O)(=O)CC4)n3)cc2)C1=O,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL2035812,461.46,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(OCc3ccccn3)c(F)c2)n1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL549326,449.68,CC1=C2C[C@H]3[C@@H](CC[C@@H]4c5c[nH]nc5CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL3407526,446.49,Cc1c[nH]c2ncnc(-c3ccc(NC(=O)Nc4cccc(C(=O)NC(C)C)c4)c(F)c3)c12,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL4210009,442.94,Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)CC2CCC(F)(F)CC2)CC1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL2179511,439.53,Cc1noc(-c2ccc3c(c2)c2c(n3CCCSc3ccc(F)c(F)c3)CCCC2)n1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL3759721,397.99,CC(CNc1ccnc2cc(Cl)ccc12)NCCC12CC3CC(CC(C3)C1)C2,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL1762298,394.54,CC(C)(C)c1cnc(NC(=O)N2CCCN(C(=O)C3CCOCC3)CC2)s1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL1828768,380.32,CC(C)n1ccnc1/N=C(/Nc1ccc(Cl)c(Cl)c1)N1CCCCC1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL3800464,371.39,O=C(NCCc1nc(-c2cccc(F)c2)cs1)c1cccc([N+](=O)[O-])c1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL579031,285.35,CCc1nn(CCO)c(CC)c1Oc1cccc(C#N)c1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL1630772,244.34,CC1CCC(N(C)c2ncnc3[nH]ccc23)CC1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL2386140,229.3,CC(C)(C)c1ccc(-c2ccc(F)cn2)cc1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL4070792,221.39,C1CCC(CC(C2CCCC2)C2CC2)NC1,T1/2,'=',0.45,hr,-0.798507696,,-0.346787486,,unstable,0
CHEMBL3112926,251.29,Oc1c(CNc2ccccn2)ccc2cccnc12,T1/2,'=',0.4517,hr,-0.794737036,,-0.345149909,,unstable,0
CHEMBL575305,518.62,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NCC(=O)O)cc3)sc2n1,T1/2,'=',0.4533,hr,-0.791201121,,-0.343614281,,unstable,0
CHEMBL4079184,590.56,NS(=O)(=O)c1cc(-c2nnc(CN3CCN(c4ccc(Cl)cc4)CC3)o2)c(Cl)cc1SCc1ccccc1,T1/2,'=',0.455,hr,-0.78745786,,-0.341988603,,unstable,0
CHEMBL401769,563.68,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(N4CCCS4(=O)=O)ccc3N2)c1=O,T1/2,'=',0.4667,hr,-0.762068626,,-0.330962199,,unstable,0
CHEMBL401595,551.67,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(N(C)S(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.4667,hr,-0.762068626,,-0.330962199,,unstable,0
CHEMBL567151,548.62,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3(CCCC3)CN(Cc3ccc(F)cc3)C1=O)N2,T1/2,'=',0.4667,hr,-0.762068626,,-0.330962199,,unstable,0
CHEMBL402191,536.66,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(CS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.4667,hr,-0.762068626,,-0.330962199,,unstable,0
CHEMBL3337536,530.96,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(F)c(Cl)c2)cc1F,T1/2,'=',0.4667,hr,-0.762068626,,-0.330962199,,unstable,0
CHEMBL2431539,493.54,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(Nc2ccccc2)cc1F,T1/2,'=',0.4667,hr,-0.762068626,,-0.330962199,,unstable,0
CHEMBL1684713,453.6,CC(C)COC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)[C@@]1(C(C)C)CC[C@@H](NC2CCOCC2F)C1,T1/2,'=',0.4667,hr,-0.762068626,,-0.330962199,,unstable,0
CHEMBL209821,450.65,CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1,T1/2,'=',0.4667,hr,-0.762068626,,-0.330962199,,unstable,0
