CHEMBL_ID,Molecular Weight,SMILES,Standard Type,Standard Relation,STANDARD_VALUE,Standard Units,STANDARD_VALUE_LN,,STANDARD_VALUE_LOG,,TYPE,TYPE_LABEL
CHEMBL3355185,597.09,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(Cl)cc3)CC2)cc1F,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL265190,537.66,CC(C)CCn1nc(C2CCCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL602894,531.65,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL239598,507.08,CC1CC(N2CCN(C3CCc4ccc(OCc5noc(-c6ccc(Cl)cc6)n5)cc43)CC2)CC1C,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL1835217,456.54,CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCC(F)(F)C4)n3)cc2)C1=O,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL2431627,452.44,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(C(F)(F)F)cc1,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL2322474,434.31,O=S(=O)(Nc1cccc(CO)c1O)c1ccc(-c2ccc(Br)cc2)cc1,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL1209555,403.43,CC(C)CC1n2cncc2CN(Cc2ccc(OC(F)(F)F)cc2)S1(=O)=O,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL1762281,385.55,CC(C)c1ccc(NC(=O)N2CCCN(C(=O)CCC3CCCC3)CC2)cc1,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL2181721,334.44,Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)NC1CCCC1,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL3353868,321.42,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2C2CCOCC2)no1,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL1630777,314.48,CC(C)CCC1CCC(C)CC1N(C)c1ncnc2[nH]ccc12,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL3353867,291.4,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2CC2CC2)no1,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL1630771,258.37,CN(c1ncnc2[nH]ccc12)C1CCCCCCC1,T1/2,'=',0.1167,hr,-2.14814874,,-0.932929144,,unstable,0
CHEMBL3113361,314.37,CNc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,T1/2,'=',0.12,hr,-2.120263536,,-0.920818754,,unstable,0
CHEMBL404067,544.08,CCNC(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1,T1/2,'=',0.1203,hr,-2.117766656,,-0.919734373,,unstable,0
CHEMBL4284496,562.73,COc1cc2c(N3CCN(C4CCCC4)CC3)nc(NCc3ccc(F)cc3)nc2cc1OCCCN1CCCC1,T1/2,'=',0.121,hr,-2.111964733,,-0.91721463,,unstable,0
CHEMBL254756,537.66,CC(C)CCn1nc(CC2CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.1217,hr,-2.106196279,,-0.914709422,,unstable,0
CHEMBL1371684,272.37,Cc1ccc(CSc2nc(O)c3c(n2)CCC3)cc1,T1/2,'=',0.1217,hr,-2.106196279,,-0.914709422,,unstable,0
CHEMBL410687,511.63,CC(C)CCn1nc(CC(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.1233,hr,-2.093134869,,-0.909036923,,unstable,0
CHEMBL435128,451.38,CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1,T1/2,'=',0.125,hr,-2.079441542,,-0.903089987,,unstable,0
CHEMBL208948,413.95,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc(OC)c1O,T1/2,'=',0.125,hr,-2.079441542,,-0.903089987,,unstable,0
CHEMBL3113553,410.32,CSc1nc2ccc(Br)cn2c(=N)c1S(=O)(=O)c1ccccc1,T1/2,'=',0.125,hr,-2.079441542,,-0.903089987,,unstable,0
CHEMBL567571,564.66,CC(C)CC[C@@H]1CC(O)=C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)C(=O)N1Cc1ccc(F)cc1,T1/2,'=',0.1267,hr,-2.065933192,,-0.897223385,,unstable,0
CHEMBL257207,472.01,CN1CCc2nc(C(=O)NC3CCCCC3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,T1/2,'=',0.1283,hr,-2.053384007,,-0.891773344,,unstable,0
CHEMBL1088375,368.91,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccccn1,T1/2,'=',0.1283,hr,-2.053384007,,-0.891773344,,unstable,0
CHEMBL4203703,352.49,CN1CCN(c2cc(CN(C)[C@H]3CCCc4cccnc43)ncn2)CC1,T1/2,'=',0.1283,hr,-2.053384007,,-0.891773344,,unstable,0
CHEMBL3326070,385.44,COCOc1c(OC)cc(C(=O)c2csc(-c3ccccc3)n2)cc1OC,T1/2,'=',0.13,hr,-2.040220829,,-0.886056648,,unstable,0
CHEMBL2420865,304.39,COc1ccc2c(c1)CCCN2c1cc(C)nc2ccccc12,T1/2,'=',0.1315,hr,-2.028748427,,-0.881074247,,unstable,0
CHEMBL145304,381.48,CSc1nc2c3ccccc3ccn2c(=N)c1S(=O)(=O)c1ccccc1,T1/2,'=',0.1317,hr,-2.02722867,,-0.880414225,,unstable,0
CHEMBL1669602,711.2,CN(C)C(=O)Cn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL3355188,631.54,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(Cl)c(Cl)c3)CC2)cc1F,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL3259948,630.65,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1F,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL1669571,626.1,NC(=O)c1nn(-c2ccc(F)cc2)c2c1CCc1ccc(NC(=O)c3cc(N4CCN(Cc5cn[nH]c5)CC4)ncc3Cl)cc1-2,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL518444,526.64,CCCN(C)c1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL230596,517.45,C[C@H](Cc1cccc(CC(=O)NCc2cc(Cl)cc(Cl)c2)c1)NC[C@H](O)c1ccc(O)c(CO)c1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL399450,505.6,CC(C)(C)CCn1nc(C(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c1=O,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL602693,489.62,CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN(C)C)c2)CC(C)(C)c2c1[nH]c1ccccc21,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL2179486,475.51,Cc1noc(-c2ccc3c(c2)c2c(n3CCCSc3cc(F)cc(F)c3)CCC(F)(F)C2)n1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL2179485,459.55,CCc1cc(CC)nc(OCCCn2c3c(c4cc(-c5nc(C)no5)ccc42)C(=O)CCC3)n1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL2179106,453.51,Cc1noc(-c2ccc3c(c2)c2c(n3CCCSc3cc(F)cc(F)c3)CCCC2=O)n1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL552034,451.66,CC1=C2C[C@H]3[C@@H](CC[C@@H]4Cc5nonc5C[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL549328,450.67,CC1=C2C[C@H]3[C@@H](CC[C@@H]4Cc5nocc5C[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL2179514,429.5,Cc1noc(-c2ccc3c(c2)c2c(n3CCCc3nc4cc(F)ccc4[nH]3)CCCC2)n1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL2431628,414.47,COc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)cc1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL2431625,402.43,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cccc(F)c1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL1209553,353.88,CC(C)CC1n2cncc2CN(Cc2ccc(Cl)cc2)S1(=O)=O,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL2322484,339.42,O=S(=O)(Nc1cccc(CO)c1)c1ccc(-c2ccccc2)cc1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL2408316,333.35,Cc1ccc(NC(=O)c2occc2C)cc1-c1nc2ncccc2o1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL569141,316.4,O=C(NCCC(c1ccccc1)c1ccccc1)c1ccccn1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL494947,304.78,Clc1cccc(COc2cncc(N3CCNCC3)n2)c1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL1630768,242.33,c1nc(N2CCC3CCCCC32)c2cc[nH]c2n1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL4080046,210.3,O=S1(=Nc2cccnc2)CCCCC1,T1/2,'=',0.1333,hr,-2.015153052,,-0.875169851,,unstable,0
CHEMBL2018922,314.37,COc1ccc2[nH]c(SCc3ccc(C(=O)O)cc3)nc2c1,T1/2,'=',0.1343,hr,-2.007679175,,-0.871923987,,unstable,0
CHEMBL4063646,367.97,S=C(NCCc1nc(-c2ccccc2)cs1)N1CCCCC1,T1/2,'=',0.1367,hr,-1.989966535,,-0.864231485,,unstable,0
CHEMBL4159183,473.66,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NCc2ccc(N(CC)CC)cc2)C1,T1/2,'=',0.14,hr,-1.966112856,,-0.853871964,,unstable,0
CHEMBL2018903,236.34,CCCCSc1nc2cc(OC)ccc2[nH]1,T1/2,'=',0.14,hr,-1.966112856,,-0.853871964,,unstable,0
CHEMBL1088374,411.93,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc2c1OCO2,T1/2,'=',0.1417,hr,-1.954043132,,-0.84863015,,unstable,0
CHEMBL558428,447.41,Cn1cc2c3c1C(=O)C(N/C=C/c1ccc(O)cc1)=CC3=[N+](C)CC2,T1/2,'=',0.1467,hr,-1.919365594,,-0.833569886,,unstable,0
CHEMBL4100357,355.44,O=C(Nc1ccc2sc(-c3cccc(F)c3)nc2c1)N1CCCCC1,T1/2,'=',0.1483,hr,-1.90851803,,-0.828858849,,unstable,0
CHEMBL1669595,684.18,NC(=O)c1nn(-c2ccc(F)cc2)c2c1CCc1ccc(NC(=O)c3cc(N4CCN(Cc5cnn(CCCO)c5)CC4)ncc3Cl)cc1-2,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL3355193,631.54,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3cccc(Cl)c3Cl)CC2)cc1F,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL3355192,611.12,Cc1ccc(Cl)cc1N1CCN(c2ccc(C(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)CC1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL478017,538.65,CC(C)CCn1nc(N2CCCC2C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL262065,535.65,CC(C)CCn1nc(CC2=CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL230383,534.55,C[C@H](Cc1cccc(CC(=O)NCc2cc(C(F)(F)F)ccc2F)c1)NC[C@H](O)c1ccc(O)c(CO)c1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL577190,531.7,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NCCN(C)C)cc3)sc2n1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL476559,522.61,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(N3CCCC3)nn(CCC3CC3)c1=O)N2,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL392770,509.05,OCC1(N2CCN(C3CCc4ccc(OCc5noc(-c6ccc(Cl)cc6)n5)cc43)CC2)CCCC1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL3422291,488.04,COc1ccc2nc3cc(Cl)ccc3c(N/C(=N/CCCN3CCCCC3)c3ccccc3)c2n1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL2431632,481.33,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cc(Br)ccc1F,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL2179512,471.53,Cc1noc(-c2ccc3c(c2)c2c(n3CCCS(=O)(=O)c3cc(F)cc(F)c3)CCCC2)n1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL3422287,454.02,COc1ccc2nc3cc(Cl)ccc3c(N/C(=N/CCCN3CCCCC3)C(C)C)c2n1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL3400948,451.33,O=C(Nc1cc(C(F)(F)F)on1)N1CCCN(C(=O)c2ccc(C(F)(F)F)cn2)CC1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL2322466,432.34,Cc1ccc(CO)cc1NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL3354529,375.9,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2Cc2ccc(Cl)cc2)no1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL2322492,357.41,O=S(=O)(Nc1cccc(CO)c1)c1ccc(-c2ccccc2F)cc1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL2408321,337.31,Cc1ccoc1C(=O)Nc1ccc(F)c(-c2nc3ncccc3o2)c1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL3354531,305.42,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2CC2CC2)no1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL1765205,250.3,O=C1CCc2cc(-c3cccnc3)cc3c2N1CC3,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL2386150,222.29,CC(C)c1ccc(-c2ccc(C#N)cn2)cc1,T1/2,'=',0.15,hr,-1.897119985,,-0.823908741,,unstable,0
CHEMBL573983,543.72,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)sc2n1,T1/2,'=',0.1517,hr,-1.885850393,,-0.819014419,,unstable,0
CHEMBL3358094,435.55,COc1ccc(-c2nc(C(C)Sc3nc(N)cc(N)n3)c(C)s2)cc1OCCF,T1/2,'=',0.1517,hr,-1.885850393,,-0.819014419,,unstable,0
CHEMBL2018912,276.4,COc1ccc2[nH]c(SCC3CCCCC3)nc2c1,T1/2,'=',0.155,hr,-1.864330162,,-0.809668302,,unstable,0
CHEMBL3797477,332.43,O=C(NCCc1nc(-c2cccc(F)c2)cs1)c1cccs1,T1/2,'=',0.1567,hr,-1.85342213,,-0.804931004,,unstable,0
CHEMBL1650847,439.65,CN1CCN(c2nc3ccccc3n2C2CCN(C3(CO)CCCCCCC3)CC2)CC1,T1/2,'=',0.1583,hr,-1.843263312,,-0.800519085,,unstable,0
CHEMBL392411,635.71,Cc1cc(=O)oc2c3c(ccc12)NC(C)(C)[C@H](OC(=O)C12CCC(C)(C(=O)O1)C2(C)C)[C@@H]3OC(=O)C12CCC(C)(C(=O)O1)C2(C)C,T1/2,'=',0.16,hr,-1.832581464,,-0.795880017,,unstable,0
CHEMBL437589,469.55,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(C#N)ccc3N2)c1=O,T1/2,'=',0.16,hr,-1.832581464,,-0.795880017,,unstable,0
CHEMBL3785095,427.39,Oc1ccc(Br)c2c1CNC(CN1CCC3(CCc4ccccc43)CC1)C2,T1/2,'=',0.16,hr,-1.832581464,,-0.795880017,,unstable,0
CHEMBL3121278,356.48,CCOc1ccc(Nc2nc(-c3c(C)nc4sccn34)cs2)cc1,T1/2,'=',0.16,hr,-1.832581464,,-0.795880017,,unstable,0
CHEMBL2018905,222.31,CCCSc1nc2cc(OC)ccc2[nH]1,T1/2,'=',0.16,hr,-1.832581464,,-0.795880017,,unstable,0
CHEMBL4092771,529.69,CCCCCCCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CN(C)C/C=C\CN)[C@H]2OC(C)(C)O[C@H]21,T1/2,'=',0.1617,hr,-1.822012512,,-0.79128998,,unstable,0
CHEMBL3121280,335.41,CCOc1ccccc1C1C(C#N)=C(N)Oc2cc(N(C)C)ccc21,T1/2,'=',0.1617,hr,-1.822012512,,-0.79128998,,unstable,0
CHEMBL3121281,317.41,Cc1c(C(=O)OC(C)C)[nH]c2c1C(=O)CC(c1cccs1)C2,T1/2,'=',0.165,hr,-1.801809805,,-0.782516056,,unstable,0
CHEMBL3559404,752.16,CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)OCOP(=O)(O)O,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL4086802,723.99,CC(C)C(=O)OC[C@@H]1[C@@H](OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)CN1CCCCCCN(C(=O)NC(C)(C)C)C1CCCCC1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL3337541,598.63,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(F)cc3F)CC2)cc1F,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL3580752,595.06,Cc1ccc(-n2cnnn2)c(CCC(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4[nH]c(=O)cc(O)c4c3)c(Cl)[nH]2)c1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL258899,563.58,C/C(=C\c1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O)C(F)(F)F,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL2322708,545.53,C[C@@H]1CN(c2ccc(C(N)=O)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc([C@](C)(O)C(F)(F)F)s1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL2322709,543.46,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc([C@@](O)(C(N)=O)C(F)(F)F)cc1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL257960,539.68,CC(C)(C)CCn1nc(CC(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL260255,525.65,CC(C)CCc1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL585889,524.67,CC(C)(C)CC[C@]1(C)CN(C2CC2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL515012,524.63,CC(C)CCn1nc(N2CCCC2)c(O)c(C2=Nc3ccc(NS(C)(=O)=O)cc3S(=O)(=O)N2)c1=O,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL401951,523.64,CC(C)(C)Cc1nn(CCC2CC2)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL1094557,521.59,COc1cc(N2CCN(C3CCN(c4cccc5cc(C(F)(F)F)cnc45)CC3)CC2)c2ncccc2c1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL2322703,519.44,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1nc(C(C)(O)C(F)(F)F)n(C)n1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL573072,518.66,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N(C)CCO)cc3)sc2n1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL2322702,518.46,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1cn(C)c(C(C)(O)C(F)(F)F)n1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL403650,507.59,CC(C)(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cccn21,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL252010,491.57,CCCCc1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c1O,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL230698,476.62,Cc1ccc(CNC(=O)Cc2cccc(C[C@@H](C)NC[C@H](O)c3ccc(O)c(CO)c3)c2)cc1C,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL257261,474.56,COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL2431543,460.54,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cccc(-c2ccccc2)c1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL2322471,434.31,O=S(=O)(Nc1ccc(O)c(CO)c1)c1ccc(-c2ccc(Br)cc2)cc1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL2064161,431.58,CN(C)C(=O)[C@@H]1Cc2ccccc2N1C(=O)CCN1CC2CCC(C1)C2c1ccccc1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL3891078,408.63,CCCOc1cncc(C2=CC[C@H]3[C@@H]4CCN5CCCCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL3982013,394.56,COc1cncc(C2CC[C@H]3[C@@H]4CCC5=CC(=O)NCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL3921360,390.57,CCc1cncc(C2=CC[C@H]3[C@@H]4CCC5=CC(=O)NCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL3926933,376.54,CN1CC[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]12,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL3938001,376.54,Cc1cncc(C2=CC[C@H]3[C@@H]4CCC5=CC(=O)NCC[C@]5(C)[C@H]4CC[C@]23C)c1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL3927378,365.52,Cc1cn(C2=CC[C@H]3[C@@H]4CCC5=CC(=O)NCC[C@]5(C)[C@H]4CC[C@]23C)cn1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL2322491,353.44,Cc1ccc(-c2ccc(S(=O)(=O)Nc3cccc(CO)c3)cc2)cc1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL4065162,351.42,O=C(NCCc1nc(-c2cccc(F)c2)cs1)N1CCCC(F)C1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL3354528,341.46,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2Cc2ccccc2)no1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
CHEMBL3908291,338.54,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CCCCC[C@]34C)[C@@H]1CC=C2n1ccnc1,T1/2,'=',0.1667,hr,-1.791559489,,-0.7780644,,unstable,0
