,fold_train_history,fold_valid_history,fold_test_history,fold_train_loss,fold_valid_loss,fold_test_loss
0,0.25752693933404885,0.24787547409459312,0.26948028561134124,1.2224543704839648,1.2295377637660967,1.2011217185002798
1,0.532848957162514,0.5162971237722475,0.5052259331331247,0.9717866669887301,0.9865793665514356,0.9897343782534357
2,0.6512997179693991,0.6378781799589761,0.6466655189301346,0.8390486544460796,0.8549006853144503,0.8361288576780318
3,0.7541716111587449,0.7270381350118096,0.7090534494603403,0.7042672971061894,0.7413222516339752,0.7592107344880221
4,0.8348118705504088,0.7962104295660504,0.7362781544363041,0.5767614622105687,0.6410599797477791,0.722851401541762
5,0.9012495409937733,0.8627998136436613,0.7449942751258035,0.4455782832513345,0.5250253517729251,0.7108356796095816
6,0.9471025226480585,0.918432729468045,0.7420614446231026,0.3256730897451241,0.4046000359120379,0.7147281141341575
7,0.9721664622407481,0.9497947663108615,0.7435930338188513,0.23659421735868813,0.3157290813732928,0.7129211720898601
8,0.9863881460524884,0.971749799411603,0.7386017966882822,0.165784497335905,0.23595228767335646,0.7197025593913567
9,0.9892355824079188,0.9813825364047476,0.7389680521855146,0.1451510385454991,0.1925786269240215,0.7193016763891507
10,0.9925830082781972,0.987075521429065,0.7341141106569564,0.12040092959166741,0.1610557642530477,0.7259679645766541
11,0.9944050268834858,0.9912088427605935,0.7295505777426248,0.10396430968573038,0.13278765204715484,0.7321839752732557
12,0.9960171329298323,0.9927457501126471,0.721997777346259,0.08825750966772157,0.119203898523163,0.7422852883100146
13,0.995437494712799,0.9942298877208028,0.7244017671713043,0.08801683126721298,0.1048036518586986,0.7391120820786921
14,0.9966754624897234,0.9948003383207137,0.7216843671360784,0.0807739268096829,0.0998970750979036,0.7427575851486518
15,0.997555606215289,0.9962478733345284,0.7231576598587093,0.06831666324596802,0.08661067542610792,0.7407875193538798
16,0.9983061355287915,0.9975052581928227,0.7200228916940814,0.05588213131795544,0.07038864022546898,0.744949397763693
17,0.997549233705896,0.9971594120931078,0.7194186971247676,0.055888961036858066,0.06924424717910169,0.7457251643239157
18,0.9978161000998009,0.9972115444382681,0.7205036499047066,0.06517434765172132,0.07330167799903475,0.7443025663010935
19,0.9990640800465831,0.9983306877355338,0.7265120928355997,0.03977690058280221,0.05661178352118136,0.7362897228128579
20,0.9989205259318256,0.9985924412293221,0.7269992291619416,0.04343726766552057,0.05157231241364363,0.7356314750316988
21,0.9979840061142061,0.9979306173549454,0.7247406481238757,0.053448388448865944,0.05829522607870581,0.7385990146041287
22,0.9989691950816215,0.9985950862404998,0.7293475254333233,0.04526079197191808,0.05283945949856993,0.7324596865470354
23,0.9993245373538585,0.9991012030131954,0.7280914401234311,0.03588367904046545,0.04169210328959479,0.734150968135791
24,0.9995662065656177,0.9993378679277216,0.7292180799588895,0.02934180289398211,0.035788286995430844,0.7326423485736877
25,0.999165938072727,0.9990822646392796,0.7294102387053133,0.03946418053410675,0.04202770234446727,0.7323817508249333
26,0.9994908755758042,0.9993480233992453,0.7300436331610871,0.0310155194084911,0.03569838161928507,0.7315237583599903
27,0.9988233366329391,0.9986962295381598,0.7288941116408335,0.04563984377030589,0.0490002931762765,0.7330588054368274
28,0.9995133519538865,0.9993286453277503,0.7305629843469845,0.02778750543869073,0.03494993027792969,0.7308194463654976
29,0.9993192229349288,0.9992449209232017,0.7302493076209673,0.03462019423799968,0.03809868116266694,0.7312457969620189
30,0.9994471386306436,0.9992481032269163,0.7323975657103665,0.030600542717041802,0.03729574937113122,0.728320667981144
31,0.9996116679261802,0.9994967374644501,0.7304010095856617,0.02532780640324427,0.031121906377400747,0.7310380633305706
32,0.9997855793540774,0.9996886160454226,0.7325906204480862,0.0207118500108127,0.024812510726161002,0.7280638072350885
33,0.9994101294225135,0.9992581688906814,0.7336020988126336,0.03151050802843096,0.036092586925163476,0.7266803533607762
34,0.9996127568992522,0.9994968340324235,0.7323053500028834,0.027649897416425463,0.031725486640734726,0.728449979302661
35,0.9996342345009122,0.9996029604849062,0.7313434477389117,0.02550382163588516,0.0276079010066411,0.7297544719388245
36,0.9995821837860166,0.9995531222966418,0.7328017103874933,0.028922195819656528,0.029952144339770725,0.7277701180227176
37,0.999460243564946,0.9994436943990476,0.7315176379598475,0.030558603187851464,0.03188624864821432,0.7295237419881001
38,0.9998068485236985,0.9997268762070963,0.7329386901567585,0.019358638935027227,0.023241237508979086,0.7275919650707264
39,0.9996445569973973,0.9996505875298833,0.7325844372405017,0.024867008145982965,0.02605397006565898,0.7280743919284979
