smiles,half_life
CC(C)CCn1nc(N(C)C(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-2.708000202
CC(C)(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)[C@@H]2[C@H]3CC[C@H](C3)[C@@H]21,-2.708000202
CC(C)CCn1nc(N(C)C(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-2.708000202
C[C@H](Cc1cccc(CC(=O)NCc2ccc(Cl)c(Cl)c2)c1)NC[C@H](O)c1ccc(O)c(CO)c1,-2.708000202
O=C(N[C@@H](Cc1c[nH]c2ccc(OCc3ccccc3)cc12)C(=O)Nc1ccncc1)C1CCCCC1,-2.708000202
CC(C)CN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCC(F)(F)C4)n3)cc2)C1=O,-2.708000202
COc1cc(N2CCN(C3CCN(c4cc(F)cc5cccnc45)CC3)CC2)c2ncccc2c1,-2.708000202
Cc1noc(-c2ccc3c(c2)c2c(n3CCC[S+]([O-])c3cc(F)cc(F)c3)CCCC2)n1,-2.708000202
CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)c3ccc(C(F)(F)F)cc3)CC2)cc1,-2.708000202
COc1ccc(CCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)cc1,-2.708000202
O=C(CCCc1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,-2.708000202
C[C@@H]1CCN(C(=O)C2Cc3cc(Cl)ccc3O2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,-2.708000202
CN(C)c1ccc(C(=O)N2CCCN(C(=O)Nc3ccc(C(C)(C)C)cc3)CC2)cc1,-2.708000202
Cc1noc(C)c1NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C1CCCCC1,-2.708000202
CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)C3CCCCC3)CC2)cc1,-2.708000202
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccccc1,-2.708000202
Cc1ccc(NC(=O)N2CCCN(C(=O)CCC3CCCC3)CC2)cc1,-2.708000202
O=C(Cc1cccnc1)NCCC(c1ccccc1)c1ccccc1,-2.708000202
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2C2CCCCC2)no1,-2.708000202
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2C2CCCC2)no1,-2.708000202
O=C(NCC(c1ccccc1)c1ccccc1)c1cccnc1,-2.708000202
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2C2CCC2)no1,-2.708000202
CCCc1sc(-c2ccc(OC)c(OCC(C)(C)O)c2)nc1CSc1nc(N)cc(N)n1,-2.68340637
CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1cc(C)c(Cl)cc1C,-2.68340637
COc1ccc2[nH]c(SCc3ccc(Br)cc3)nc2c1,-2.659260037
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(N4CCCC4=O)ccc3N2)c1=O,-2.635683029
COc1ccc2[nH]c(SCc3ccc(Cl)cc3)nc2c1,-2.612785477
COc1cccc(/C=N/N(C(=O)C(F)(F)F)c2ccc(C)cc2C)c1,-2.590267165
COc1cccc(N2CCN(C(=O)c3cc(C)ccc3OC)CC2)c1,-2.590267165
CCOC(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1,-2.583622623
Cc1cc(-c2cccc3cc[nH]c23)c(Cl)c2c1NC(C)(C)[C@H](O)[C@H]2C,-2.546824608
NS(=O)(=O)c1cc(-c2nnc(CN3CCN(Cc4ccccc4)CC3)o2)c(Cl)cc1SCc1ccccc1,-2.525728644
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NC4CCCCC4)cc3)sc2n1,-2.525728644
CCC(=O)NS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2nc3ccc(OC)nc3s2)cc1,-2.525728644
COc1ccc2[nH]c(SCc3ccc4ccccc4n3)nc2c1,-2.501036032
O=C(c1ccc(N2CCOCC2)nc1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,-2.484946651
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccccc3Cl)CC2)cc1F,-2.484946651
CC(C)CCn1nc(N2CCCCC2C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-2.484946651
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCN(C)CC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,-2.484946651
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCCN3CCCCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,-2.484946651
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(NC(=O)C4CC4)ccc3N2)c1=O,-2.484946651
CC(C)OC(=O)C1=CN(C(=O)c2cccc(CN3CCOCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,-2.484946651
COc1cc(N2CCN(C3CCN(c4ccc(F)c5cc(F)cnc45)CC3)CC2)c2ncccc2c1,-2.484946651
CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(C(=O)O)cc2Cl)c(Cl)c1,-2.484946651
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cccc(Oc2ccccc2)c1,-2.484946651
O=C1CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C(=O)N1CC1CCC1,-2.484946651
O=S(=O)(Nc1cc(CO)ccc1O)c1ccc(-c2ccc(Br)cc2)cc1,-2.484946651
COc1cc(NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C2CCCCC2)ccn1,-2.484946651
CCN(CC)C(=O)COC[C@H](C)[C@H]1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc23)C1,-2.484946651
CCN(CC)C(=O)OC[C@H](C)[C@H]1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc23)C1,-2.484946651
CCCCc1ccc(NC(=O)N2CCCN(C(=O)CCC3CCCC3)CC2)cc1,-2.484946651
O=C(Cc1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,-2.484946651
CC(C)OCC1n2cncc2CN([C@@H](C)c2ccc(Cl)cc2)S1(=O)=O,-2.484946651
CCc1ccc(NC(=O)N2CCCN(C(=O)CCC3CCCC3)CC2)cc1,-2.484946651
CC(C)CC1n2cncc2CN([C@H](C)c2ccc(Cl)cc2)S1(=O)=O,-2.484946651
CC(C)CC1n2cncc2CN(Cc2ccc(F)cc2)S1(=O)=O,-2.484946651
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C2CCCC2)no1,-2.484946651
O=C(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,-2.484946651
CN(c1ncnc2[nH]ccc12)C1CCCCC1(C)C,-2.484946651
CCC1CCCCC1N(C)c1ncnc2[nH]ccc12,-2.484946651
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N(C)Cc4ccco4)cc3)sc2n1,-2.465104022
CCOC(=O)c1cn(Cc2nnc(-c3cc(S(N)(=O)=O)c(SCc4ccccc4)cc3Cl)o2)nn1,-2.465104022
O=C(NCCc1nc(-c2cccc(F)c2)cs1)N1CCCC(F)(F)C1,-2.465104022
COc1ccc2[nH]c(SCc3cccc(Oc4ccccc4)c3)nc2c1,-2.461229186
CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,-2.445647476
CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5C6CCC5COC6)nc(N5[C@H](CO)CC[C@@H]5CO)n4)cc3)cc2)CC1,-2.389560107
CC(C)CC[C@]1(C)CN(C2CC2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O,-2.389560107
CCCc1sc(-c2ccc(OC)c(OCCF)c2)nc1C(C)Sc1nc(N)cc(N)n1,-2.389560107
CSc1nc2c(Cc3ccccc3)cccn2c(=N)c1S(=O)(=O)c1ccccc1,-2.389560107
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(O)ccc3N2)c1=O,-2.371613679
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccc(C)o1,-2.371613679
O=C(NCCc1nc(-c2cccc(F)c2)cs1)N1CCC(F)CC1,-2.371613679
CC(C)CC[C@@]1(C)CN(Cc2ccc(F)cc2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O,-2.353878387
CCC(=O)Nc1cc(Cl)c(Oc2ccc(O)c(-c3ccc(C(C)=O)cc3)c2)c(Cl)c1,-2.353878387
CCN(CC)S(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2nc3ccc(OC)nc3s2)cc1,-2.336452163
O=C(NCCc1nc(-c2cccc(F)c2)cs1)N1CCC(F)(F)CC1,-2.336452163
COc1ccc2[nH]c(SCc3ccc(C(C)C)cc3)nc2c1,-2.336452163
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,-2.327902901
Oc1ccc(O)c(-c2cn3ccsc3n2)c1,-2.31942611
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1c(F)cccc1OC,-2.319392211
N#CCCn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1,-2.302585093
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1F,-2.302585093
CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(CCC(F)(F)F)c(-c3ccc(OC)c(C(=O)NC(C)(C)c4ncon4)c3)cc12,-2.302585093
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(F)c(Cl)c3)CC2)cc1F,-2.302585093
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3cccc(Cl)c3)CC2)cc1F,-2.302585093
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3cccc(F)c3)CC2)cc1F,-2.302585093
CN(C)Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4C5CCC4COC5)nc(N4C5CCC4COC5)n3)cc2)cc1,-2.302585093
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCCN3CCN(C)CC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,-2.302585093
CNCc1ccc(NC(=O)Nc2ccc(-c3nc(N4C5CCC4COC5)nc(N4C5CCC4COC5)n3)cc2)cc1,-2.302585093
CN(c1nn(CCC(C)(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O)C(C)(C)C,-2.302585093
O=C(c1cccnc1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,-2.302585093
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(CC(F)(F)F)C1=O)N2,-2.302585093
CCC(C)(C)c1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,-2.302585093
N#Cc1cccc(-c2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)c1,-2.302585093
CC(C)OC(=O)C1=CN(C(=O)c2cccc(CN3CCCCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,-2.302585093
CCCc1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,-2.302585093
COc1cc(N2CCN(C3CCN(c4ccc(F)c5cccnc45)CC3)CC2)c2ncccc2c1,-2.302585093
CC(C)CN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCC(F)C4)n3)cc2)C1=O,-2.302585093
CC(C)CN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCC(C)C4)n3)cc2)C1=O,-2.302585093
CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)c3cc(Cl)ccc3Cl)CC2)cc1,-2.302585093
O=C(CCCc1ccc(F)cc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,-2.302585093
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCC(F)(F)CC1,-2.302585093
COc1ccc(CNc2c3c(nc4ccc(C#N)cc24)CCN(C(C)=O)C3)cc1Cl,-2.302585093
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cc(F)ccc1F,-2.302585093
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccccc1Cl,-2.302585093
CS(=O)(=O)c1ccc(C(CCNC(=O)c2cccnc2)c2ccc(F)cc2)cc1,-2.302585093
O=C(CCc1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,-2.302585093
CC(C)CC1n2cncc2CN([C@@H](C)c2ccc(Cl)cc2)S1(=O)=O,-2.302585093
COc1ccc(Cl)cc1C(=O)N1CCN(c2cccc(Cl)c2)CC1,-2.302585093
O=S1(=Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCCCC1,-2.302585093
O=C(NCCCC(c1ccccc1)c1ccccc1)c1cccnc1,-2.302585093
CC1=C2CC(C)(C)/C=C/C(=O)/C(C)=C\C3=C[C@H](C)C[C@]3(O2)C1=O,-2.302585093
CC(C)CN1CCCC[C@H]1C(=O)Nc1cc(C(C)(C)C)on1,-2.302585093
COc1ccc2[nH]c(SCc3ccc(C)cc3)nc2c1,-2.285727976
COC(=O)Nc1ccc(-c2nc([C@H](CC(=O)N3CCOCC3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)[nH]c2Cl)cc1,-2.270117903
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N4CCCCC4)cc3)sc2n1,-2.270117903
CN1CCc2nc(C(=O)NC3CN(C(=O)NC(C)(C)C)CCC3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,-2.26336438
CC(C)C(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1,-2.244316185
CC(C)(C)CCn1nc(CC2CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-2.237734121
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccccc1OC(F)(F)F,-2.237734121
CN1CCc2nc(C(=O)N[C@@H]3CCCC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,-2.234926445
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,-2.230264431
C[C@](O)(CSc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,-2.223773913
CC(C)CC[C@H]1CN(Cc2ccc(F)cc2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O,-2.222850125
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCCCC1,-2.222850125
CC(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1,-2.216407397
O=C(CCc1cc(Cl)ccc1-n1cnnn1)N[C@@H](Cc1ccccc1)c1nc(-c2ccc3[nH]c(=O)cc(O)c3c2)c(Cl)[nH]1,-2.207274913
c1ccc2c(c1)CNC(CN1CCC3(CCc4ccccc43)CC1)C2,-2.207274913
O=C(Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1)c1ccco1,-2.192237036
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(OC)ccc1O,-2.191938573
CN1CCc2nc(C(=O)NC3CN(C(=O)N(C)C)CCC3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,-2.187472286
Cc1cc(-c2ccc(SCC(=O)Nc3ccc(-c4cnccn4)cn3)cc2)ccn1,-2.177716111
CC(C)=CC[C@H]1CN(Cc2ccc(F)cc2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O,-2.162823151
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(OC(F)(F)F)ccc1O,-2.162823151
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccc(Cl)o1,-2.162823151
Cc1cc(F)ccc1C1CCN(CC2Cc3ccccc3CN2)CC1,-2.162823151
COc1ccc(Cl)cc1N1CCN(c2ccc(C(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)CC1,-2.14814874
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1F,-2.14814874
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(F)c(F)c3)CC2)cc1F,-2.14814874
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(Cl)cc3)CC2)cc1F,-2.14814874
CC(C)CCn1nc(C2CCCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-2.14814874
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,-2.14814874
CC1CC(N2CCN(C3CCc4ccc(OCc5noc(-c6ccc(Cl)cc6)n5)cc43)CC2)CC1C,-2.14814874
CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCC(F)(F)C4)n3)cc2)C1=O,-2.14814874
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(C(F)(F)F)cc1,-2.14814874
O=S(=O)(Nc1cccc(CO)c1O)c1ccc(-c2ccc(Br)cc2)cc1,-2.14814874
CC(C)CC1n2cncc2CN(Cc2ccc(OC(F)(F)F)cc2)S1(=O)=O,-2.14814874
CC(C)c1ccc(NC(=O)N2CCCN(C(=O)CCC3CCCC3)CC2)cc1,-2.14814874
Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)NC1CCCC1,-2.14814874
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2C2CCOCC2)no1,-2.14814874
CC(C)CCC1CCC(C)CC1N(C)c1ncnc2[nH]ccc12,-2.14814874
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2CC2CC2)no1,-2.14814874
CN(c1ncnc2[nH]ccc12)C1CCCCCCC1,-2.14814874
CNc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,-2.120263536
CCNC(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1,-2.117766656
COc1cc2c(N3CCN(C4CCCC4)CC3)nc(NCc3ccc(F)cc3)nc2cc1OCCCN1CCCC1,-2.111964733
CC(C)CCn1nc(CC2CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-2.106196279
Cc1ccc(CSc2nc(O)c3c(n2)CCC3)cc1,-2.106196279
CC(C)CCn1nc(CC(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-2.093134869
CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1,-2.079441542
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc(OC)c1O,-2.079441542
CSc1nc2ccc(Br)cn2c(=N)c1S(=O)(=O)c1ccccc1,-2.079441542
CC(C)CC[C@@H]1CC(O)=C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)C(=O)N1Cc1ccc(F)cc1,-2.065933192
CN1CCc2nc(C(=O)NC3CCCCC3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,-2.053384007
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccccn1,-2.053384007
CN1CCN(c2cc(CN(C)[C@H]3CCCc4cccnc43)ncn2)CC1,-2.053384007
COCOc1c(OC)cc(C(=O)c2csc(-c3ccccc3)n2)cc1OC,-2.040220829
COc1ccc2c(c1)CCCN2c1cc(C)nc2ccccc12,-2.028748427
CSc1nc2c3ccccc3ccn2c(=N)c1S(=O)(=O)c1ccccc1,-2.02722867
CN(C)C(=O)Cn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1,-2.015153052
O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(Cl)c(Cl)c3)CC2)cc1F,-2.015153052
NC(=O)c1nn(-c2ccc(F)cc2)c2c1CCc1ccc(NC(=O)c3cc(N4CCN(Cc5cn[nH]c5)CC4)ncc3Cl)cc1-2,-2.015153052
CCCN(C)c1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,-2.015153052
C[C@H](Cc1cccc(CC(=O)NCc2cc(Cl)cc(Cl)c2)c1)NC[C@H](O)c1ccc(O)c(CO)c1,-2.015153052
CC(C)(C)CCn1nc(C(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c1=O,-2.015153052
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN(C)C)c2)CC(C)(C)c2c1[nH]c1ccccc21,-2.015153052
Cc1noc(-c2ccc3c(c2)c2c(n3CCCSc3cc(F)cc(F)c3)CCC(F)(F)C2)n1,-2.015153052
CCc1cc(CC)nc(OCCCn2c3c(c4cc(-c5nc(C)no5)ccc42)C(=O)CCC3)n1,-2.015153052
Cc1noc(-c2ccc3c(c2)c2c(n3CCCSc3cc(F)cc(F)c3)CCCC2=O)n1,-2.015153052
CC1=C2C[C@H]3[C@@H](CC[C@@H]4Cc5nonc5C[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,-2.015153052
CC1=C2C[C@H]3[C@@H](CC[C@@H]4Cc5nocc5C[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,-2.015153052
Cc1noc(-c2ccc3c(c2)c2c(n3CCCc3nc4cc(F)ccc4[nH]3)CCCC2)n1,-2.015153052
COc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)cc1,-2.015153052
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cccc(F)c1,-2.015153052
CC(C)CC1n2cncc2CN(Cc2ccc(Cl)cc2)S1(=O)=O,-2.015153052
O=S(=O)(Nc1cccc(CO)c1)c1ccc(-c2ccccc2)cc1,-2.015153052
Cc1ccc(NC(=O)c2occc2C)cc1-c1nc2ncccc2o1,-2.015153052
O=C(NCCC(c1ccccc1)c1ccccc1)c1ccccn1,-2.015153052
c1nc(N2CCC3CCCCC32)c2cc[nH]c2n1,-2.015153052
O=S1(=Nc2cccnc2)CCCCC1,-2.015153052
COc1ccc2[nH]c(SCc3ccc(C(=O)O)cc3)nc2c1,-2.007679175
S=C(NCCc1nc(-c2ccccc2)cs1)N1CCCCC1,-1.989966535
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NCc2ccc(N(CC)CC)cc2)C1,-1.966112856
CCCCSc1nc2cc(OC)ccc2[nH]1,-1.966112856
CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc2c1OCO2,-1.954043132
Cn1cc2c3c1C(=O)C(N/C=C/c1ccc(O)cc1)=CC3=[N+](C)CC2,-1.919365594
O=C(Nc1ccc2sc(-c3cccc(F)c3)nc2c1)N1CCCCC1,-1.90851803
NC(=O)c1nn(-c2ccc(F)cc2)c2c1CCc1ccc(NC(=O)c3cc(N4CCN(Cc5cnn(CCCO)c5)CC4)ncc3Cl)cc1-2,-1.897119985
Cc1ccc(Cl)cc1N1CCN(c2ccc(C(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)CC1,-1.897119985
CC(C)CCn1nc(N2CCCC2C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-1.897119985
CC(C)CCn1nc(CC2=CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,-1.897119985
C[C@H](Cc1cccc(CC(=O)NCc2cc(C(F)(F)F)ccc2F)c1)NC[C@H](O)c1ccc(O)c(CO)c1,-1.897119985
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NCCN(C)C)cc3)sc2n1,-1.897119985
OCC1(N2CCN(C3CCc4ccc(OCc5noc(-c6ccc(Cl)cc6)n5)cc43)CC2)CCCC1,-1.897119985
COc1ccc2nc3cc(Cl)ccc3c(N/C(=N/CCCN3CCCCC3)c3ccccc3)c2n1,-1.897119985
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1cc(Br)ccc1F,-1.897119985
Cc1noc(-c2ccc3c(c2)c2c(n3CCCS(=O)(=O)c3cc(F)cc(F)c3)CCCC2)n1,-1.897119985
COc1ccc2nc3cc(Cl)ccc3c(N/C(=N/CCCN3CCCCC3)C(C)C)c2n1,-1.897119985
O=C(Nc1cc(C(F)(F)F)on1)N1CCCN(C(=O)c2ccc(C(F)(F)F)cn2)CC1,-1.897119985
Cc1ccc(CO)cc1NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,-1.897119985
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2Cc2ccc(Cl)cc2)no1,-1.897119985
O=S(=O)(Nc1cccc(CO)c1)c1ccc(-c2ccccc2F)cc1,-1.897119985
Cc1ccoc1C(=O)Nc1ccc(F)c(-c2nc3ncccc3o2)c1,-1.897119985
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2CC2CC2)no1,-1.897119985
O=C1CCc2cc(-c3cccnc3)cc3c2N1CC3,-1.897119985
CC(C)c1ccc(-c2ccc(C#N)cn2)cc1,-1.897119985
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)sc2n1,-1.885850393
COc1ccc(-c2nc(C(C)Sc3nc(N)cc(N)n3)c(C)s2)cc1OCCF,-1.885850393
COc1ccc2[nH]c(SCC3CCCCC3)nc2c1,-1.864330162
O=C(NCCc1nc(-c2cccc(F)c2)cs1)c1cccs1,-1.85342213
CN1CCN(c2nc3ccccc3n2C2CCN(C3(CO)CCCCCCC3)CC2)CC1,-1.843263312
