,fold_train_history,fold_valid_history,fold_test_history,fold_rmall_test_history,fold_train_loss,fold_valid_loss,fold_test_loss,fold_rmall_test_loss
0,0.2986006013909379,0.28416295678521497,0.11560674783512045,0.11887398691671744,1.1845500676898002,1.196241506920555,1.3197742200312994,1.3301420854625086
1,0.5391465660334773,0.5278905364975005,0.5303123762557495,0.5337630139557852,0.9582897138339128,0.9721101439987478,0.9623900544730366,0.968228186109819
2,0.6546628899352381,0.6286846178064213,0.6061041069514794,0.6087878587923613,0.8325592810003626,0.8603826803878046,0.8825555066776996,0.8881548651279987
3,0.7573187783595691,0.7294611591168215,0.6830624742484778,0.6836239300422385,0.6972190968317012,0.7365887895696546,0.7917942369645206,0.798827922510822
4,0.8294615125816062,0.789803140843666,0.6913179736294327,0.6904253446876032,0.581534075127266,0.6444651819568866,0.7802216405099929,0.7890540155745531
5,0.9122142706017786,0.8768874865686032,0.6970846509076539,0.6960265666701769,0.4179317221467368,0.49568267466875443,0.774103791712933,0.7830397412819515
6,0.9504687245645458,0.9217816258804028,0.6892958449704486,0.6894023707151336,0.31379672354548765,0.39507535384052994,0.7838467457459732,0.7913766262110444
7,0.9697728602709491,0.9548421573344497,0.6724230575255622,0.6737290482114504,0.2404078339800589,0.2983597886493894,0.8048642445847802,0.8111280247207902
8,0.9867254314289543,0.9753726470193284,0.6850549452729247,0.6871211509429827,0.16229918003742327,0.2211114622289326,0.7892318847876119,0.7943292493398431
9,0.9925398765193363,0.9870123806027242,0.6781702632567539,0.6808970623668961,0.1213724650863612,0.16028694333869797,0.79799053102532,0.8023778893227471
10,0.9946665832502098,0.9898593535297234,0.678638797621854,0.6809234176965182,0.10326992738919114,0.14173193650575455,0.7973461760798704,0.8022864677495601
11,0.9954844807905161,0.9928445443782982,0.687535068823306,0.6898819705893022,0.09291044045894294,0.1175167181556295,0.7862590739148938,0.7909707621803358
12,0.9952299045980364,0.993265110958529,0.6862186846185739,0.688196096464083,0.09689702947152681,0.11434681776161966,0.7879274752756984,0.7931290633071689
13,0.9969259167632648,0.9954012160137801,0.6934224090936112,0.6954307771130811,0.0776014637622499,0.0944134304970655,0.7788015282884322,0.7838443433802047
14,0.9966795425473759,0.9955441578092952,0.687509509641152,0.6892981704851469,0.07893017738270967,0.09150077732347067,0.7863303979576846,0.7917526835768339
15,0.9979767591918371,0.9971447456631655,0.6932989593851013,0.694772519217536,0.06244461886674416,0.07485986747659437,0.7790029735111876,0.7847403275347304
16,0.997660928810814,0.9969265535801437,0.6956137875655345,0.6972842185122522,0.057908376210526934,0.071980572136384,0.7760314485585541,0.7814756016696001
17,0.9976941493682807,0.9970045285482403,0.7043978463897582,0.7062222740004527,0.06199178673866597,0.07308079264834476,0.7647938489874587,0.7698952493058177
18,0.9987763326599591,0.9981752814482391,0.701146691395816,0.7022953756425421,0.046142380393214125,0.05892424450013787,0.7689903558436376,0.7750264208878775
19,0.9990994135308762,0.9987307429982819,0.7063897162394724,0.7072637223496013,0.04232793285076904,0.05012459124725568,0.7622092553958335,0.7685253249165412
20,0.9990085997417516,0.9987205000115298,0.7068537672682076,0.7078185586067185,0.04311289611074282,0.04898223039092266,0.7616064346759741,0.7677976353576359
21,0.9991140038001104,0.99861498415727,0.7123871211780386,0.7133576306180255,0.040335078356389165,0.05155663807435187,0.7543863357159797,0.7604870390815113
22,0.9983655140010226,0.9980977824359586,0.7066699846336802,0.7075369898777548,0.049948448943752236,0.054319395011045254,0.7618155571764664,0.7681387333630034
23,0.9990281590451346,0.9988487440158181,0.7098786239471925,0.710489856529696,0.04220135272260221,0.046217144398983875,0.7576529502382285,0.7642652240068765
24,0.9995068038533746,0.9991855663646648,0.7129098753119164,0.7135844418340049,0.028532195451457652,0.039344220779476614,0.75370426449318,0.7601896413008589
25,0.9996505160274063,0.9993815267172217,0.7137168728044772,0.7143115732057111,0.025488659871390356,0.03399732953298178,0.7526422820602876,0.7592217985734793
