,fold_train_history,fold_valid_history,fold_test_history,fold_rmall_test_history,fold_train_loss,fold_valid_loss,fold_test_loss,fold_rmall_test_loss
26,0.9991998917383913,0.9990420177519723,0.7132281028477354,0.7137281347274331,0.039396564231114956,0.04252420193488922,0.7532835982871161,0.7599956660886
27,0.999478004651046,0.999329423870226,0.714890062235806,0.7155087932160911,0.030638705264393263,0.035205237904743295,0.751101492712483,0.7576322857693085
28,0.9993660867435615,0.9992026441632127,0.7140029002944794,0.7147453832173738,0.03270396108602107,0.03898252419032542,0.7522633867535411,0.7586433962290032
29,0.9990495952879479,0.9989297881410343,0.7156067234537303,0.7161896075154415,0.04244449119804076,0.045680459951406266,0.7501351557711283,0.7567037978899454
30,0.9996048310314201,0.9994794584172647,0.7181129054868394,0.7185428191249214,0.0254731630047862,0.03160974699100614,0.746842005239693,0.7535797506748673
31,0.9997710749841746,0.9996164250935703,0.7169563089992109,0.7173531031148945,0.019727458120284584,0.027162915188856336,0.7483750619695524,0.755173280416307
32,0.9995370847765102,0.9994154858064721,0.7194293952408485,0.7199429249033275,0.02762715508329382,0.03220688659798475,0.7450967024224686,0.751703662666286
33,0.999668878196221,0.9995460741685489,0.7189983783271855,0.7193940176883984,0.023718452676107105,0.029791554479500704,0.745670899853857,0.7524420323981073
34,0.9995839452807223,0.9994263417934537,0.7187504822464266,0.7193128585910691,0.025135264602736053,0.031736103720218053,0.7459940931717054,0.7525456497503857
35,0.9997007461598558,0.9995976774850401,0.7217988414584566,0.7223349971739991,0.02348696133864516,0.02809155064915476,0.7419408378576641,0.7484836646767417
36,0.999495642616513,0.9994702951361882,0.7194869961907864,0.7199887256646356,0.02905584947167692,0.030259816962253917,0.7450216984457995,0.7516434617840373
37,0.9997293512348284,0.9997010136655657,0.720463889055497,0.7209129555533081,0.02254646693205738,0.024178158742973917,0.743723579513279,0.7504024077766736
38,0.9997894020113496,0.9997582541432513,0.7194647692919609,0.719923907658393,0.01948231575846217,0.021829222635498184,0.7450467878780744,0.7517261624624433
39,0.9995389896101864,0.9995376005775656,0.7213976375805841,0.7218232575353885,0.02932879136624038,0.02989734589699803,0.7424770506361007,0.7491743722914039
40,0.9998172051152636,0.9997570029061421,0.7203685260712747,0.7208596899178199,0.017258913946355613,0.02177330773001837,0.7438510591761294,0.7504745906825979
41,0.9997771361080543,0.9997518708068167,0.7214799401984561,0.7220074828547234,0.01996822673368257,0.021530936377498998,0.7423715746265743,0.7489304091649152
42,0.9997439231510887,0.9997180902830161,0.7210716191210157,0.721514218625528,0.020621333037848695,0.02284745519256561,0.7429117008389624,0.7495913877296303
43,0.9997309812791902,0.9997074751450514,0.7211470127089394,0.721563723563735,0.021361304958991363,0.023496458524171173,0.7428128563271772,0.7495257661452392
44,0.9996223607295722,0.9996116094632328,0.7231600303769359,0.7236230584993961,0.025580604925982353,0.026540049301492195,0.7401278311620446,0.7467497147191903
45,0.9997452999029056,0.9997397325592241,0.7201324241949744,0.720656468017264,0.02106000951090802,0.022237881777857897,0.7441495408260828,0.7507321373836701
46,0.9998845805619672,0.99986023297967,0.72171041165313,0.722199674647152,0.014475070546221273,0.016711511632043666,0.7420646262688336,0.7486717272962938
47,0.9996872507802834,0.9996585041190091,0.7201484269991738,0.7205933850331576,0.023789336589294795,0.025074613713793048,0.7441431455650651,0.7508319142077254
48,0.9997401117617487,0.9997347006448388,0.7231490630513399,0.7236323505128711,0.02250327190192153,0.02288196381522206,0.7401446692085631,0.7467393905694084
49,0.9998252319746085,0.9998181773943806,0.7223289957389688,0.7227050186508316,0.0182217558620013,0.018798253254359007,0.741238849713733,0.7479899040188498
