,fold_train_history,fold_valid_history,fold_test_history,fold_train_loss,fold_valid_loss,fold_test_loss
0,0.25951366546288934,0.2579368307441054,0.30364169631050864,1.2062935938068802,1.2073495134526708,1.1560584131389937
1,0.510576409979258,0.4916040291603167,0.49193772189974877,0.9796647741704982,0.9968286603091704,0.9862126232365386
2,0.6642069419289666,0.6467571392394671,0.5877514658321206,0.8127072603785981,0.8324328500791183,0.8898918696942637
3,0.7579880598815546,0.7246274352811656,0.6388394589018312,0.6897408152282519,0.7366292960409335,0.8327369965678756
4,0.8352508809499846,0.7941456306830099,0.6594726115150528,0.5691572030054952,0.6360050764629478,0.8090052331993729
5,0.9050846785973675,0.8695257908363331,0.655656682696956,0.42952614260208544,0.5065400392555939,0.8132690722411253
6,0.9450362866515819,0.9226056228259403,0.6555407845009182,0.3272673907591366,0.3903388000273168,0.813253584750133
7,0.9758211177012761,0.9586904919312108,0.6848089717138259,0.21804106343048563,0.2850796262283766,0.778288705683753
8,0.9833674422210066,0.9733766494392515,0.6743403064017264,0.17982567996833415,0.22851311864150756,0.7911307554696183
9,0.9908909166102082,0.984312259040664,0.6792297275969108,0.13323740443341553,0.17425585006149175,0.7852785732395685
10,0.9934847276125989,0.9889287511536781,0.6716724256481891,0.11236478267049836,0.14679446894886117,0.7945038911910979
11,0.9935785843476905,0.9904234914944926,0.6697663790986488,0.11032331842511185,0.13617441727657267,0.7967678433064762
12,0.9964575739399845,0.9944135008917072,0.6735246928614738,0.08330364150253164,0.10328398480025122,0.792237424251953
13,0.9968032550748914,0.9956821361681903,0.6691285053649388,0.07726814732317679,0.08983854681559097,0.7975781199136474
14,0.9975937206355981,0.9965529166386841,0.6751053787077346,0.06728420597349657,0.08060599535845756,0.7903401507572243
15,0.9946843622065815,0.9942224416001173,0.6753421075219451,0.08301386766640226,0.09242154435360715,0.7899243144565521
16,0.9984589501558274,0.9975440747491449,0.6843134972447457,0.05343516816738163,0.06686428536799865,0.7790378770182057
17,0.9978343386753286,0.9968330893076848,0.6823014739970115,0.06206577017392082,0.07472763501891445,0.7815446007718319
18,0.9984556455989033,0.9978197851018461,0.6897001599262575,0.053778447128747894,0.06286048134102037,0.7723540298143203
19,0.998981740648502,0.9984120519343191,0.6855790316600763,0.04323094960019421,0.0546739782111799,0.7774937982178572
20,0.9982198606059077,0.9977910779333519,0.6863289507594235,0.05083763698557821,0.06032294851168722,0.7765400415853817
21,0.99824364729949,0.9978169797484139,0.6899601669901101,0.04754340623715164,0.05685496301853332,0.7720690229689243
22,0.9986149047096081,0.998344074691409,0.6944869649718318,0.04718185630668917,0.053960028233865344,0.7664048957137836
23,0.9994837506938389,0.9991703884137981,0.6957421359233142,0.03102378293742049,0.038893922471498796,0.7648249832031069
24,0.9993000062240883,0.9991104303491225,0.696319240417607,0.03648242959430238,0.04074817900296692,0.7641027960459492
25,0.9992792734578441,0.9988783208940335,0.6993631443664287,0.03475167698952457,0.04396886291048169,0.7602689600614978
26,0.9996359082115431,0.9993418472790365,0.7000678879178288,0.02432246780768044,0.03309483839435151,0.7593798231049249
27,0.9995664650521607,0.999290769302496,0.7039071039107888,0.02732720409752757,0.03483521152201041,0.7544962609927144
28,0.9994528568551017,0.9992279861582032,0.7023503901496169,0.03057091401976767,0.03706612939878977,0.7564821959063923
29,0.9994505834028891,0.9992813155137188,0.7028524478027091,0.03276773295651638,0.036873163287790695,0.7558391192295969
30,0.9996772195725425,0.9995237676411006,0.7037472558251473,0.02287185680349886,0.029314245115231414,0.754704833862381
31,0.9995236974413547,0.9993642586883855,0.704871166056084,0.028668455642276658,0.03419698131271749,0.7532696903924931
32,0.9994186029908274,0.9993420744966052,0.7048951186188197,0.03174739876822803,0.03439581461817918,0.7532361793909095
33,0.9996699937860785,0.9995585926117808,0.7064221352063977,0.02400836352555828,0.028065297136671753,0.7512913839800326
34,0.9996470748378256,0.9995284689710731,0.7053648417762919,0.023121837457588213,0.028106773813315722,0.7526430878085033
35,0.999718531839043,0.9996485171062496,0.7076982054407562,0.022079859385816653,0.025888374794301665,0.749658604268834
36,0.9997936353373064,0.9997208681291745,0.7082755802001829,0.019858372938729402,0.023137149854380826,0.7489180944758893
37,0.9996951267556383,0.9995899623355113,0.7091717291246926,0.0223234195343772,0.025764816081413143,0.7477632586357761
38,0.9996687553432105,0.9995907501580149,0.7082941232760079,0.02316226745464287,0.026561877129960942,0.7488841624872137
39,0.9996872093143512,0.9996248756379791,0.7096779635304756,0.021943190795692284,0.02640379784286016,0.747113602735592
